item_id,movie_title,release_year,genre:token_seq,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
1257,"American President, The",1995,Comedy Drama Romance,False,/62BnXyJtVEq4WKNSpnPG7QPYYDI.jpg,"Comedy,Drama,Romance",9087,en,The American President,"Widowed U.S. president Andrew Shepherd, one of the world's most powerful men, can have anything he wants -- and what he covets most is Sydney Ellen Wade, a Washington lobbyist. But Shepherd's attempts at courting her spark wild rumors and decimate his approval ratings.",3.3184,/yObOAYFIHXHkFPQ3jhgkN2ezaD.jpg,1995-11-17,The American President,False,6.535,734
2257,Dracula: Dead and Loving It,1995,Comedy Horror,False,/47HK3UNlIfLcS2C2pDIznSyUTsI.jpg,"Comedy,Horror",12110,en,Dracula: Dead and Loving It,"When a lawyer shows up at the vampire's doorstep, he falls prey to his charms and joins him in his search for fresh blood. Enter Professor Van Helsing, who may be the only one able to vanquish the Count.",2.5753,/fwdXQU3Dbs2CMHu8K87bAxlWV0t.jpg,1995-12-22,Dracula: Dead and Loving It,False,6.076,998
1684,Balto,1995,Animation Children's,False,/hljMglukfpnfaNmUgMuORmL4OVW.jpg,"Family,Animation,Adventure",21032,en,Balto,"An outcast half-wolf risks his life to prevent a deadly epidemic from ravaging Nome, Alaska.",4.2388,/dCVcdb5oxDizqFLz0F7TE60NoC9.jpg,1995-12-22,Balto,False,7.304,2061
491,Nixon,1995,Drama,False,/zAaFQHZV23SJgSwRBvW5PeD219H.jpg,"Drama,History",10858,en,Nixon,A look at President Richard M. Nixon—a man carrying the fate of the world on his shoulders while battling the self-destructive demands from within—spanning his troubled boyhood in California to the shocking Watergate scandal that would end his Presidency.,1.6804,/8O2sBYJq0K0EMpw67cU1PjVJ7w3.jpg,1995-12-22,Nixon,False,6.874,374
1849,Cutthroat Island,1995,Action Adventure Romance,False,/hHoIQVAmTg4RM7PPNhNvMlJk3mg.jpg,"Action,Adventure",1408,en,Cutthroat Island,"Morgan Adams and her slave, William Shaw, are on a quest to recover the three portions of a treasure map. Unfortunately, the final portion is held by her murderous uncle, Dawg. Her crew is skeptical of her leadership abilities, so she must complete her quest before they mutiny against her. This is made yet more difficult by the efforts of the British crown to end her pirate raids.",3.306,/cDYa1i5UzXWztO5ZUp4azv7ycPs.jpg,1995-12-22,Cutthroat Island,False,5.783,567
329,Casino,1995,Drama Thriller,False,/iZGiMD0p1M2AOmzKknFo5bkuz94.jpg,"Crime,Drama",524,en,Casino,"In early-1970s Las Vegas, Sam ""Ace"" Rothstein gets tapped by his bosses to head the Tangiers Casino. At first, he's a great success in the job, but over the years, problems with his loose-cannon enforcer Nicky Santoro, his ex-hustler wife Ginger, her con-artist ex Lester Diamond and a handful of corrupt politicians put Sam in ever-increasing danger.",10.9186,/gziIkUSnYuj9ChCi8qOu2ZunpSC.jpg,1995-11-22,Casino,False,7.997,6007
418,Sense and Sensibility,1995,Drama Romance,False,/mZfkW31Y9a8DvISpO9nj5Tc7neo.jpg,"Drama,Romance",4584,en,Sense and Sensibility,"The Dashwood sisters, sensible Elinor and passionate Marianne, whose chances at marriage seem doomed by their family's sudden loss of fortune.  When Henry Dashwood dies unexpectedly, his estate must pass on by law to his son from his first marriage, John and wife Fanny. But these circumstances leave Mr. Dashwood's current wife, and daughters Elinor, Marianne and Margaret, without a home and with barely enough money to live on. As Elinor and Marianne struggle to find romantic fulfillment in a society obsessed with financial and social status, they must learn to mix sense with sensibility in their dealings with both money and men.",6.5949,/cBK2yL3HqhFvIVd7lLtazWlRZPR.jpg,1995-12-13,Sense and Sensibility,False,7.419,1719
1956,Four Rooms,1995,Thriller,False,/f2t4JbUvQIjUF5FstG1zZFAp02N.jpg,"Comedy,Crime",5,en,Four Rooms,It's Ted the Bellhop's first night on the job...and the hotel's very unusual guests are about to place him in some outrageous predicaments. It seems that this evening's room service is serving up one unbelievable happening after another.,3.2579,/75aHn1NOYXh4M7L5shoeQ6NGykP.jpg,1995-12-09,Four Rooms,False,5.859,2686
1850,Ace Ventura: When Nature Calls,1995,Comedy,False,/8JqXx6Tm6P4UEU8zAyC0A8R8bvz.jpg,"Crime,Comedy,Adventure",9273,en,Ace Ventura: When Nature Calls,"Summoned from an ashram in Tibet, Ace finds himself on a perilous journey into the jungles of Africa to find Shikaka, the missing sacred animal of the friendly Wachati tribe. He must accomplish this before the wedding of the Wachati's Princess to the prince of the warrior Wachootoos. If Ace fails, the result will be a vicious tribal war.",4.8567,/wcinCf1ov2D6M3P7BBZkzQFOiIb.jpg,1995-11-10,Ace Ventura: When Nature Calls,False,6.319,4236
2420,Money Train,1995,Action,False,/zMI33Tb8AXXSFXfYtzb0Bd3wTTV.jpg,"Action,Comedy,Crime",11517,en,Money Train,"When a vengeful New York transit cop decides to steal a trainload of subway fares, his foster brother—a fellow cop—tries to protect him.",2.6459,/jWBDz6Mf9aQVBiUS76JQsEhvoJl.jpg,1995-11-21,Money Train,False,5.8,787
146,Get Shorty,1995,Action Comedy Drama,False,/7KpwYPe6DfxutCFzJRpaTPtFu2o.jpg,"Comedy,Thriller,Crime",8012,en,Get Shorty,"Chili Palmer is a Miami mobster who gets sent by his boss, the psychopathic ""Bones"" Barboni, to collect a bad debt from Harry Zimm, a Hollywood producer who specializes in cheesy horror films. When Chili meets Harry's leading lady, the romantic sparks fly. After pitching his own life story as a movie idea, Chili learns that being a mobster and being a Hollywood producer really aren't all that different.",3.6848,/r82SdPhg4fnIcLt0ogIjQxqjdcO.jpg,1995-10-20,Get Shorty,False,6.495,1090
1965,Copycat,1995,Crime Drama Thriller,False,/f0wTYitK1lELuGygXslG7SQpY0E.jpg,"Thriller,Crime,Mystery,Horror,Drama",1710,en,Copycat,An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past.,3.4536,/oMgwJb016znNZcpDR20eXxZoW8A.jpg,1995-10-27,Copycat,False,6.505,992
1882,Assassins,1995,Thriller,False,/4EwtIIcqvQzOpqDkWj9vhtmRUQM.jpg,"Action,Adventure,Crime,Thriller",9691,en,Assassins,"Assassin Robert Rath arrives at a funeral to kill a prominent mobster, only to witness a rival hired gun complete the job for him -- with grisly results. Horrified by the murder of innocent bystanders, Rath decides to take one last job and then return to civilian life. But finding his way out of the world of contract killing grows ever more dangerous as Rath falls for his female target and becomes a marked man himself.",2.8876,/wPmZYnaQpxwoHmwNwVhZ2IY0UbF.jpg,1995-10-06,Assassins,False,6.481,1584
360,Powder,1995,Drama Sci-Fi,False,/4Fj7HwCq3M0UVYXZKU0sVz9OPaX.jpg,"Drama,Fantasy",12665,en,Powder,"Harassed by classmates who won't accept his shocking appearance, a shy young man known as ""Powder"" struggles to fit in. But the cruel taunts stop when Powder displays a mysterious power that allows him to do incredible things. This phenomenon changes the lives of all those around him in ways they never could have imagined.",5.6783,/kImKATjY4EsK5MDgrmpJdGbQEbq.jpg,1995-10-27,Powder,False,7.002,675
505,Leaving Las Vegas,1995,Drama Romance,False,/5m5VhSN1lTk3egtrNzqNv5nwMuG.jpg,"Drama,Romance",451,en,Leaving Las Vegas,"Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.",4.4595,/wTrFpGe3U65kXTldIUxuM2hmOAK.jpg,1995-10-27,Leaving Las Vegas,False,7.249,1490
1066,Othello,1995,Drama,False,/7SqIfSVW3xKTk07FbUm4LrhOOeL.jpg,Drama,16420,en,Othello,The evil Iago pretends to be friend of Othello in order to manipulate him to serve his own end in the film version of this Shakespeare classic.,1.5248,/kyevuYzW36wKadiE8lftLac5VwQ.jpg,1995-12-15,Othello,False,6.4,142
2816,Now and Then,1995,Drama,False,/ic529Vlnxmp2ArVSYr5vBLoNFEK.jpg,"Comedy,Drama,Romance",9263,en,Now and Then,"Waxing nostalgic about the bittersweet passage from childhood to puberty, four childhood girlfriends — Teeny, Chrissy, Samantha and Roberta — recall the magical summer of 1970. During their walk down memory lane, they reconcile experiences with boys, secrets, bullies and more.",2.8385,/q31Ks8oAmM4Nq2CcGjyYYpdBAmh.jpg,1995-10-20,Now and Then,False,6.9,439
1523,Persuasion,1995,Romance,False,/evCHYeumw4Y4hikG4AG9o5yZXUW.jpg,"Drama,Romance",17015,en,Persuasion,"Anne Elliot, the daughter of a financially troubled aristocratic family, is persuaded to break her engagement to Frederick Wentworth, a young sea captain of meager means. Years later, money troubles force Anne's father to rent out the family estate to Admiral Croft, and Anne is again thrown into company with Frederick -- who is now rich, successful, and perhaps still in love with Anne.",1.8519,/10hycdhFLq3M3y0ONxIMSiY8Mrs.jpg,1995-05-01,Persuasion,False,7.1,131
365,"City of Lost Children, The",1995,Adventure Sci-Fi,False,/f5ynCAQ1MuDgwoVyjouTw6UgK1l.jpg,"Fantasy,Science Fiction,Adventure",902,fr,La Cité des Enfants Perdus,"A scientist in a surrealist society kidnaps children to steal their dreams, hoping that they slow his aging process.",2.2327,/whwT3Q9JxbAYzEc3t7uYYcCbTMf.jpg,1995-05-17,The City of Lost Children,False,7.2,1118
977,Shanghai Triad (Yao a yao yao dao waipo qiao),1995,Drama,,,,,,,,,,,,,,
2735,Dangerous Minds,1995,Drama,False,/k28lTv01nuncbs9Y2WZh6FQunqv.jpg,Drama,9909,en,Dangerous Minds,"Former Marine Louanne Johnson lands a gig teaching in a pilot program for bright but underachieving teens at a notorious inner-city high school. After having a terrible first day, she decides she must throw decorum to the wind. When Johnson returns to the classroom, she does so armed with a no-nonsense attitude informed by her military training and a fearless determination to better the lives of her students -- no matter what the cost.",5.1733,/yWHWC8fJRp2kLgiFrEa8o3krOH9.jpg,1995-08-11,Dangerous Minds,False,6.974,1180
377,Twelve Monkeys,1995,Drama Sci-Fi,False,/1IWaKG7AWiYMhADxhGtnElDJAGI.jpg,"Science Fiction,Thriller,Mystery",63,en,Twelve Monkeys,"In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly and the son of a famous virus expert who may hold the key to the Army of the 12 Monkeys; thought to be responsible for unleashing the killer disease.",8.9133,/gt3iyguaCIw8DpQZI1LIN5TohM2.jpg,1995-12-29,Twelve Monkeys,False,7.601,8527
382,Babe,1995,Children's Comedy Drama,False,/agkZziO4ZPAsVfKUrJD68lys08P.jpg,"Fantasy,Drama,Comedy,Family",9598,en,Babe,"Babe is a little pig who doesn't quite know his place in the world. With a bunch of odd friends, like Ferdinand the duck who thinks he is a rooster and Fly the dog he calls mum, Babe realises that he has the makings to become the greatest sheep pig of all time, and Farmer Hoggett knows it. With the help of the sheep dogs, Babe learns that a pig can be anything that he wants to be.",6.026,/zKuQMtnbVTz9DsOnOJmlW71v4qH.jpg,1995-07-18,Babe,False,6.236,2941
1774,Carrington,1995,Drama Romance,False,/1a1QU6pD3MzrjrPXhBctuPm3oCl.jpg,"History,Drama,Romance",47018,en,Carrington,"Painter Dora Carrington develops an intimate but extremely complex bond with writer Lytton Strachey. Though Lytton is a homosexual, he is enchanted by the mysterious Dora and they begin a lifelong friendship that has strangely romantic undertones. Eventually, Lytton and Dora decide to live together, despite the fact that the latter has fallen in love with military man Ralph Partridge, whom she plans to marry.",0.7714,/8NmeBTkC4UQa8XT2GGsBN2R8Bqo.jpg,1995-05-25,Carrington,False,6.2,65
384,Dead Man Walking,1995,Drama,False,/8ehJKWn16Snw0JHJuhUb0kD7Nsm.jpg,Drama,687,en,Dead Man Walking,A death row inmate turns for spiritual guidance to a local nun in the days leading up to his scheduled execution for the murders of a young couple.,3.0959,/eShxyjhWoFl3BwsuEmVsr4nLaMZ.jpg,1995-12-29,Dead Man Walking,False,7.316,1380
3147,Across the Sea of Time,1995,Documentary,False,,"Adventure,History,Drama,Family",139405,en,Across the Sea of Time,"A young Russian boy, Thomas Minton, travels to New York as a passenger on a Russian freighter. Close to Ellis Island he gets off and thus starts his journey to America the same way as all immigrants in former times. Thomas is searching for the family of one of his ancestors, who had emigrated decades ago, but once sent a letter home together with a sample of his new profession: 3D-Photography.",0.2979,/iP0bT4f4BTAZ6fWKgLmd4lNeJ2H.jpg,1995-10-20,Across the Sea of Time,False,5.2,5
1376,It Takes Two,1995,Comedy,False,/yS3E5LOcFsk3eWGh3oWGnsfV1M8.jpg,"Comedy,Family,Romance",33689,en,It Takes Two,"Identical 9-year-olds from very different backgrounds: orphaned Amanda and wealthy Alyssa meet at summer camp and decide to switch places -- and play matchmaker between Alyssa's dad, Roger, and the kind social worker who cares for Amanda.",3.1782,/4CptjFLiIJXtjc3dykS7vkEHMbw.jpg,1995-11-17,It Takes Two,False,6.5,889
222,Clueless,1995,Comedy Romance,False,/65d0MccsiRSPTVicregKQL8owoo.jpg,"Comedy,Romance",9603,en,Clueless,"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other. Emboldened by her success, she decides to give hopelessly klutzy new student Tai a makeover. When Tai becomes more popular than she is, Cher realizes that her disapproving ex-stepbrother was right about how misguided she was -- and falls for him.",15.0248,/8AwVTcgpTnmeOs4TdTWqcFDXEsA.jpg,1995-07-19,Clueless,False,7.273,4502
2155,"Cry, the Beloved Country",1995,Drama,False,/i1b7potegowFC5g11Bs4kdqOVDE.jpg,Drama,34615,en,"Cry, the Beloved Country",A South-African preacher goes to search for his wayward son who has committed a crime in the big city.,1.1355,/96TZr6o4kuiIEryC5jkzaQoP6m5.jpg,1995-12-15,"Cry, the Beloved Country",False,6.7,25
240,Richard III,1995,Drama War,False,/l8gbqIvow8rXFblM5IzYI5AKN8Z.jpg,"Drama,War",31174,en,Richard III,"A murderous lust for the British throne sees Richard III descend into madness. Though the setting is transposed to the 1930s, England is torn by civil war, split between the rivaling houses of York and Lancaster. Richard aspires to a fascist dictatorship, but must first remove the obstacles to his ascension—among them his brother, his nephews and his brother's wife. When the Duke of Buckingham deserts him, Richard's plans are compromised.",1.2108,/aN2BcIH6rvGbYiRQCS8lxOdeeVQ.jpg,1995-12-29,Richard III,False,6.7,178
442,Dead Presidents,1995,Action Crime Drama,False,/c8H6Xi9im1tT6HP9PA9HpFE3sOy.jpg,"Action,Crime,Drama,Thriller,War",11443,en,Dead Presidents,On the streets they call cash dead presidents. And that's just what a Vietnam veteran is after when he returns home from the war only to find himself drawn into a life of crime. With the aid of his fellow vets he plans the ultimate heist -- a daring robbery of an armored car filled with unmarked U.S. currency!,2.723,/wRLepMZoUCwjLFb1WSbuUT6uVWR.jpg,1995-09-29,Dead Presidents,False,6.7,299
2157,Restoration,1995,Drama,False,/nrd3UFXhaqV6odGd9cOVJfdqqGT.jpg,"Drama,Romance",35196,en,Restoration,"An aspiring young physician, Robert Merivel found himself in the service of King Charles II and saves the life of someone close to the King. Merivel joins the King's court and lives the high life provided to someone of his position. Merivel is ordered to marry his King's mistress in order to divert the queens suspicions. He is given one order by the king and that is not to fall in love. The situation worsens when Merivel finds himself in love with his new wife. Eventually, the King finds out and relieves Merivel of his position and wealth. His fall from grace leaves Merivel where he first started. And through his travels and reunions with an old friend, he rediscovers his love for true medicine and what it really means to be a physician.",1.1469,/z1YM3WFZnF2NwHT5IRGYUcvZBSl.jpg,1995-12-29,Restoration,False,6.0,119
1079,Mortal Kombat,1995,Action Adventure,False,/dfU9xyEEyLxvZ5unTn05Whm9Lce.jpg,"Action,Fantasy",9312,en,Mortal Kombat,"For nine generations an evil sorcerer has been victorious in hand-to-hand battle against his mortal enemies. If he wins a tenth Mortal Kombat tournament, desolation and evil will reign over the multiverse forever. To save Earth, three warriors must overcome seemingly insurmountable odds, their own inner demons, and superhuman foes in this action/adventure movie based on one of the most popular video games of all time.",4.9207,/fcK7tzSSXMYiMN8E9KlZJL1BYyp.jpg,1995-08-18,Mortal Kombat,False,5.853,2320
1277,To Die For,1995,Comedy Drama,False,/6ztDuHd9hrlLftrmeicR0AOJcFe.jpg,Drama,72368,fr,N'oublie pas que tu vas mourir,"Benoit has his life all planned out before him. Unfortunately, he had totally forgotten to include his military service. Inevitably called into duty, he tries everything he can to avoid it, eventually launching into a hedonistic lifestyle—out of control with drugs, alcohol, and nightclubs.",0.1764,/rylQhe0Z2KUKZQYhQLGrug0SV4i.jpg,1996-01-03,Don't Forget You're Going to Die,False,6.8,22
1687,How to Make an American Quilt,1995,Drama Romance,False,/nOPCU3zmLTp1A6KpPtHTuAyzkf5.jpg,"Drama,Romance",11861,en,How to Make an American Quilt,"Soon-to-be-wed graduate student Finn Dodd develops cold feet when she suspects her fiancé is cheating on her. In order to clear her head, Finn visits her grandmother, Hy, and great aunt, Glady Joe Cleary, in Grasse, Calif. There, Finn learns that Hy and Glady Joe are members of a group of passionate quilters, and over the course of her visit she is regaled with tales of love and life by women who have collected rich experiences and much wisdom.",1.7326,/pI9UAemlWgdrnjRgYJsbTk8BSJc.jpg,1995-10-06,How to Make an American Quilt,False,6.4,186
243,Seven (Se7en),1995,Crime Thriller,False,/p1PLSI5Nw2krGxD7X4ulul1tDAk.jpg,"Crime,Mystery,Thriller",807,en,Se7en,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Somerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",29.0361,/191nKfP0ehp3uIvWqgPbFmI4lv9.jpg,1995-09-22,Se7en,False,8.375,21624
26,Pocahontas,1995,Animation Children's Musical Romance,False,/uoRriEVC0iH19vnOLTXf75dkZDZ.jpg,Animation,333323,en,Pocahontas,"Set in Colonial America, Pocahontas has become a story of historical value known and loved internationally, among children of all ages. The film tells the story of the first English settlers in Virginia and the Native Americans who lived there.  It highlights the very different values of the two civilisations and particularly their attitude and respect for the land. It's a culture shock story and, on a personal level, a love story",0.4055,/wpwFGXyvNAWrM6LCHUb2VUgkopw.jpg,1995-10-16,Pocahontas,False,7.5,11
3058,When Night Is Falling,1995,Drama Romance,False,/5CCPKLWg0YWajQEXWYeY2w5c8qS.jpg,"Drama,Romance",8391,en,When Night Is Falling,"Camille is a professor at a Protestant college who is engaged to Martin, a respected minister and fellow professor. When Camille meets Petra, a bold and flamboyant performer in a circus troupe, she is inexplicably drawn. Pursuing Petra, Camille throws her whole conservative life into disarray.",1.1621,/6Ac5GLwJ01uli5mCXqXwquR36Y1.jpg,1995-02-01,When Night Is Falling,False,6.366,82
260,"Usual Suspects, The",1995,Crime Thriller,False,/7S7PE3vK9Eh5uzCYBDGk5qTJeYW.jpg,"Drama,Crime,Thriller",629,en,The Usual Suspects,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.",10.9919,/rWbsxdwF9qQzpTPCLmDfVnVqTK1.jpg,1995-07-19,The Usual Suspects,False,8.176,10632
261,Mighty Aphrodite,1995,Comedy,False,/hSY4PYJSFW5JWeQqOs2LAzG0W8a.jpg,"Comedy,Romance",11448,en,Mighty Aphrodite,"When Lenny and his wife, Amanda, adopt a baby, Lenny realizes that his son is a genius and becomes obsessed with finding the boy's biological mother in hopes that she will be brilliant too. But when he learns that Max's mother is Linda Ash, a kindhearted prostitute and porn star, Lenny is determined to reform her immoral lifestyle. A Greek chorus chimes in to relate the plot to Greek mythology in this quirky comedy.",1.512,/ice135yQZp4iX2SgCmd90nKgS5j.jpg,1995-09-13,Mighty Aphrodite,False,6.717,697
3350,Lamerica,1994,Drama,False,/1udmBSCUyP6FDrnUNQ9CjSlp0iz.jpg,Drama,49133,it,Lamerica,"Fiore, an Italian conman, arrives in post Communist Albania with Gino, his young apprentice, to set up a shoe factory that will never open. The con requires a native Albanian, so they designate Spiro, an impoverished and confused former political prisoner as chairman of the board. When Fiore returns to Italy to get government funds for the project, Spiro unexpectedly disappears and Gino sets out on a journey to find him. The search leads him to discover Spiro's tragic personal history and witness Albanian poverty firsthand.",0.3692,/nnLpA4mqb3gvhNJQZ00cOyBmeq3.jpg,1994-09-09,Lamerica,False,7.1,59
1866,"Big Green, The",1995,Children's Comedy,False,/bSE6JsSOvY350NhaT2nhUhl5hUE.jpg,"Family,Comedy",26441,en,The Big Green,"In a depressed Texas town, British foreign exchange teacher Anna attempts to inject some life into her hopeless kids by introducing them to soccer. They're terrible at first, but Anna and her football-hero assistant whip them into shape. As they work overtime, the pair help kids build their self-esteem and also get involved in solving family squabbles.",1.6469,/gnOcJuyKWb3pR1lj4qpzSaThPrn.jpg,1995-09-29,The Big Green,False,5.526,188
1978,Georgia,1995,Drama,False,/mHi1zNvKnfLqV85RDDGmuQoPMP8.jpg,Drama,97406,en,Georgia,"Sadie looks up to her older sister Georgia, a successful folk singer. Unfortunately it is this very obsession — coupled with her self-destructive tendencies and rampant drug abuse — that keeps her spiraling down the drain.",0.8992,/uXjfK404xo7SiVlFcAoRyaFqXR4.jpg,1995-05-19,Georgia,False,5.9,43
3138,Kids of the Round Table,1995,Adventure Children's Fantasy,False,/81iQJJ7nb4bVjDEps3O3Mmb1fmJ.jpg,"Family,Fantasy,Comedy,Adventure",124057,en,Kids of the Round Table,"Set in modern times, Alex finds King Arthur's sword Excalibur and must prove himself worthy of it.",0.4237,/1y8KAZOKrdmTI2sddcilcbRsMtI.jpg,1995-12-15,Kids of the Round Table,False,4.4,7
2761,Home for the Holidays,1995,Drama,False,/lCugQmmEoUc5Z3U7IlBXNYjrtJi.jpg,"Comedy,Drama,Romance",9089,en,Home for the Holidays,"After losing her job, making out with her soon-to-be former boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson faces spending the holiday with her unhinged family.",1.5484,/3zqlKdOttWyExzopVxglz50Vjxq.jpg,1995-11-02,Home for the Holidays,False,6.284,183
454,"Postino, Il (The Postman)",1994,Drama Romance,False,/32pvxFiXNo2TdNpBiuHN8k2Mr4K.jpg,"Comedy,Drama,Romance",11010,it,Il postino,Simple Italian postman learns to love poetry while delivering mail to a famous poet; he uses this to woo local beauty Beatrice.,1.1471,/cUaCpjVDefYShKyLmkcDsiPaBHn.jpg,1994-04-07,The Postman,False,7.926,1155
