item_id:token,movie_title:token_seq,release_year:token,genre:token_seq
2934,Heavyweights,1994,Children's Comedy
2376,"Hunted, The",1995,Action
1346,I.Q.,1994,Comedy Romance
483,Interview with the Vampire,1994,Drama Horror
2107,Jefferson in Paris,1995,Drama
2687,"Jerky Boys, The",1994,Comedy
1190,Junior,1994,Comedy Sci-Fi
887,Just Cause,1995,Mystery Thriller
1696,"Kid in King Arthur's Court, A",1995,Adventure Children's Comedy Fantasy Romance
1954,Kiss of Death,1995,Crime Drama Thriller
45,Star Wars: Episode IV - A New Hope,1977,Action Adventure Fantasy Sci-Fi
1060,Little Women,1994,Drama
1061,"Little Princess, A",1995,Children's Drama
2908,Ladybird Ladybird,1994,Drama
3405,"Enfer, L'",1994,Drama
110,Like Water for Chocolate (Como agua para chocolate),1992,Drama Romance
417,Legends of the Fall,1994,Drama Romance War Western
1354,Major Payne,1994,Comedy
1960,Little Odessa,1994,Drama
495,My Crazy Life (Mi vida loca),1993,Drama
3197,Love Affair,1994,Drama Romance
2617,Losing Isaiah,1995,Drama
359,"Madness of King George, The",1994,Drama
2380,Mary Shelley's Frankenstein,1994,Drama Horror
2608,Man of the House,1995,Comedy
659,Mixed Nuts,1994,Comedy
1361,Milk Money,1994,Comedy Romance
661,Miracle on 34th Street,1994,Drama
1362,Miami Rhapsody,1995,Comedy
2114,My Family,1995,Drama
1861,Murder in the First,1995,Drama Thriller
1970,Nobody's Fool,1994,Drama
514,Nell,1994,Drama
3094,New Jersey Drive,1995,Crime Drama
,New York Cop,1996,Action Crime
,Beyond Bedlam,1993,Drama Horror
3700,Nemesis 2: Nebula,1995,Action Sci-Fi Thriller
1775,Nina Takes a Lover,1994,Comedy Romance
223,Natural Born Killers,1994,Action Thriller
1776,Only You,1994,Comedy Romance
1974,Once Were Warriors,1994,Crime Drama
1078,Poison Ivy II,1995,Thriller
80,Outbreak,1995,Action Drama Thriller
983,"Professional, The (a.k.a. Leon: The Professional)",1994,Crime Drama Romance Thriller
2264,"Perez Family, The",1995,Comedy Romance
2832,"Pyromaniac's Love Story, A",1995,Comedy Romance
245,Pulp Fiction,1994,Crime Drama
3230,Panther,1995,Drama
2225,Pushing Hands,1992,Comedy
249,Priest,1994,Drama
521,Quiz Show,1994,Drama
2766,Picture Bride,1995,Drama Romance
1033,Queen Margot (La Reine Margot),1994,Drama Romance
1301,"Quick and the Dead, The",1995,Action Adventure Western
3250,Roommates,1995,Comedy Drama
1757,Ready to Wear (Pret-A-Porter),1994,Comedy
2484,Three Colors: Red,1994,Drama
1943,Three Colors: Blue,1993,Drama
2570,Three Colors: White,1994,Drama
1944,"Red Firecracker, Green Firecracker",1994,Drama
3319,Rent-a-Kid,1995,Comedy
3645,Relative Fear,1994,Horror Thriller
1184,Stuart Saves His Family,1995,Comedy
1044,"Swan Princess, The",1994,Animation Children's
2040,"Secret of Roan Inish, The",1994,Drama
1343,"Specialist, The",1994,Action
606,Stargate,1994,Action Adventure Sci-Fi
607,"Santa Clause, The",1994,Children's Comedy Fantasy
168,"Shawshank Redemption, The",1994,Drama
958,Shallow Grave,1994,Thriller
2572,Suture,1993,Film-Noir Thriller
311,Strawberry and Chocolate (Fresa y chocolate),1993,Drama
1951,Swimming with Sharks,1995,Comedy Drama
2375,"Sum of Us, The",1994,Comedy
2607,National Lampoon's Senior Trip,1995,Comedy
1952,To Live (Huozhe),1994,Drama
1054,Tank Girl,1995,Action Comedy Musical Sci-Fi
2377,Tales From the Crypt Presents: Demon Knight,1995,Horror
620,Star Trek: Generations,1994,Action Adventure Sci-Fi
1133,Tales from the Hood,1995,Comedy Horror
3045,Tom & Viv,1994,Drama
2378,Village of the Damned,1995,Horror Sci-Fi
639,Tommy Boy,1995,Comedy
1464,Vanya on 42nd Street,1994,Drama
3074,"Underneath, The",1995,Mystery Thriller
1850,"Walking Dead, The",1995,Drama War
492,What's Eating Gilbert Grape,1993,Drama
2556,Virtuosity,1995,Sci-Fi Thriller
640,While You Were Sleeping,1995,Comedy Romance
973,"War, The",1994,Adventure Drama
1966,Double Happiness,1994,Drama
804,Muriel's Wedding,1994,Comedy Romance
3034,"Baby-Sitters Club, The",1995,Children's
658,Ace Ventura: Pet Detective,1994,Comedy
503,"Adventures of Priscilla, Queen of the Desert, The",1994,Comedy Drama
1858,Backbeat,1993,Drama Musical
3149,Bitter Moon,1992,Drama
362,Bullets Over Broadway,1994,Comedy
151,Clear and Present Danger,1994,Action Adventure Thriller
1369,"Client, The",1994,Drama Mystery Thriller
675,"Corrina, Corrina",1994,Comedy Drama Romance
2619,Crooklyn,1994,Comedy
376,"Crow, The",1994,Action Romance Thriller
2845,Cobb,1994,Drama
1773,"Flintstones, The",1994,Children's Comedy
172,Forrest Gump,1994,Comedy Romance War
383,Four Weddings and a Funeral,1994,Comedy Romance
1971,Higher Learning,1995,Drama
3317,I Like It Like That,1994,Comedy Drama Romance
1862,I Love Trouble,1994,Action Comedy
1385,It Could Happen to You,1994,Drama Romance
2201,"Jungle Book, The",1994,Adventure Children's Romance
2577,"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder)",1993,Documentary
391,"Lion King, The",1994,Animation Children's Musical
1975,Little Buddha,1993,Drama
1818,Wes Craven's New Nightmare,1994,Horror
515,"Mask, The",1994,Comedy Crime Fantasy
84,Maverick,1994,Action Comedy Western
2769,Mrs. Parker and the Vicious Circle,1994,Drama
688,Naked Gun 33 1/3: The Final Insult,1994,Comedy
1784,"Paper, The",1994,Comedy Drama
1310,Reality Bites,1994,Comedy Drama
2265,Red Rock West,1992,Thriller
1867,Richie Rich,1994,Children's Comedy
3046,Safe Passage,1994,Drama
1869,"River Wild, The",1994,Action Thriller
265,Speed,1994,Action Romance Thriller
1396,Speechless,1994,Comedy Romance
1716,Timecop,1994,Action Sci-Fi
149,True Lies,1994,Action Adventure Comedy Romance
1401,When a Man Loves a Woman,1994,Drama
1985,Wolf,1994,Drama Horror
398,Wyatt Earp,1994,Western
2466,Bad Company,1995,Action
3273,"Man of No Importance, A",1994,Drama
3262,S.F.W.,1994,Drama
2434,"Low Down Dirty Shame, A",1994,Action Comedy
2771,Boys Life,1995,Drama
3368,"Colonel Chabert, Le",1994,Drama Romance War
2254,Faster Pussycat! Kill! Kill!,1965,Action Comedy Drama
2582,Jason's Lyric,1994,Crime Drama
2025,"Secret Adventures of Tom Thumb, The",1993,Adventure Children's
477,Street Fighter,1994,Action
3355,Coldblooded,1995,Action
,Desert Winds,1995,Drama
3650,Fall Time,1995,Drama
3329,"Fear, The",1995,Horror
3577,Frank and Ollie,1995,Documentary
,Girl in the Cadillac,1995,Drama
,Homage,1995,Drama
3461,Mirage,1995,Action Thriller
3226,Open Season,1996,Comedy
,Two Crimes,1995,Comedy Crime Drama
3691,Brother Minister: The Assassination of Malcolm X,1994,Documentary
1058,Highlander III: The Sorcerer,1994,Action Sci-Fi
2486,Federal Hill,1994,Drama
2379,In the Mouth of Madness,1995,Horror Thriller
2555,8 Seconds,1994,Drama
2777,Above the Rim,1994,Drama
1857,Addams Family Values,1993,Comedy
3154,You So Crazy,1994,Comedy
354,"Age of Innocence, The",1993,Drama
1358,Airheads,1994,Comedy
2844,"Air Up There, The",1994,Comedy
1967,Another Stakeout,1993,Comedy Thriller
1359,Bad Girls,1994,Western
2223,Barcelona,1994,Comedy Romance
2113,Being Human,1993,Drama
1859,"Beverly Hillbillies, The",1993,Comedy
1138,Beverly Hills Cop III,1994,Action Comedy
847,Black Beauty,1994,Adventure Children's
3075,Blink,1994,Thriller
1860,Blown Away,1994,Action Thriller
1370,Blue Chips,1994,Drama
1308,Blue Sky,1994,Drama Romance
2557,Body Snatchers,1993,Horror Sci-Fi Thriller
1969,Boxing Helena,1993,Mystery Romance Thriller
551,"Bronx Tale, A",1993,Drama
1204,Cabin Boy,1994,Comedy
2846,Calendar Girl,1993,Drama
1274,Carlito's Way,1993,Crime Drama
1383,City Slickers II: The Legend of Curly's Gold,1994,Comedy Western
2847,Clean Slate,1994,Comedy
73,Cliffhanger,1993,Action Adventure Crime
684,Coneheads,1993,Comedy Sci-Fi
1973,Color of Night,1994,Drama Thriller
2115,Cops and Robbersons,1994,Comedy
2252,"Cowboy Way, The",1994,Action Comedy
3680,Dangerous Game,1993,Drama
815,Dave,1993,Comedy Romance
816,Dazed and Confused,1993,Comedy
108,Demolition Man,1993,Action Sci-Fi
3206,"Endless Summer 2, The",1994,Documentary
2890,Even Cowgirls Get the Blues,1993,Comedy Romance
1393,Fatal Instinct,1993,Comedy
987,Farewell My Concubine,1993,Drama Romance
1785,"Favor, The",1994,Comedy Romance
1980,Fearless,1993,Drama
1672,Fear of a Black Hat,1993,Comedy
1399,With Honors,1994,Comedy Drama
2121,Flesh and Bone,1993,Drama Mystery Romance
3327,Widows' Peak,1994,Drama
1870,For Love or Money,1993,Comedy
466,"Firm, The",1993,Drama Thriller
1402,Free Willy,1993,Adventure Children's Drama
1986,Fresh,1994,Drama
152,"Fugitive, The",1993,Action Thriller
2433,Geronimo: An American Legend,1993,Drama Western
155,"Getaway, The",1994,Action
2559,Getting Even with Dad,1994,Comedy
300,Go Fish,1994,Drama Romance
3171,"Good Man in Africa, A",1994,Action Adventure
1411,Guilty as Sin,1993,Crime Drama Thriller
2176,Hard Target,1993,Action Adventure Crime Thriller
474,Heaven & Earth,1993,Action Drama War
1089,Hot Shots! Part Deux,1993,Action Comedy War
1414,Live Nude Girls,1995,Comedy
1313,"Englishman Who Went Up a Hill, But Came Down a Mountain, The",1995,Comedy Romance
1792,"House of the Spirits, The",1993,Drama Romance
3062,House Party 3,1994,Comedy
1424,"Hudsucker Proxy, The",1994,Comedy Romance
1425,I'll Do Anything,1994,Comedy Drama
1224,In the Army Now,1994,Comedy War
434,In the Line of Fire,1993,Action Thriller
1097,In the Name of the Father,1993,Drama
486,"Inkwell, The",1994,Comedy Drama
2268,What's Love Got to Do with It?,1993,Drama
3095,Jimmy Hollywood,1994,Comedy
2655,Judgment Night,1993,Action
114,Jurassic Park,1993,Action Adventure Sci-Fi
825,Kalifornia,1993,Drama Thriller
1993,Killing Zoe,1994,Thriller
2775,King of the Hill,1993,Drama
3035,Lassie,1994,Adventure Children's
1103,Last Action Hero,1993,Action Comedy
1875,Life with Mikey,1993,Comedy
1433,Lightning Jack,1994,Comedy Western
2824,M. Butterfly,1993,Drama
1797,Made in America,1993,Comedy
1690,Malice,1993,Thriller
1439,"Man Without a Face, The",1993,Drama
1802,Manhattan Murder Mystery,1993,Comedy Mystery
1108,Menace II Society,1993,Action Crime Drama
1483,Executive Decision,1996,Action Thriller
2827,In the Realm of the Senses (Ai no corrida),1976,Drama
1013,What Happened Was...,1994,Comedy Drama Romance
370,Much Ado About Nothing,1993,Comedy Romance
162,Mr. Jones,1993,Drama Romance
1442,Mr. Wonderful,1993,Comedy Romance
901,Mrs. Doubtfire,1993,Comedy
235,Naked,1993,Drama
2200,"Next Karate Kid, The",1994,Action Children's
982,"New Age, The",1994,Drama
2783,No Escape,1994,Action Sci-Fi
2889,North,1994,Comedy
236,Orlando,1993,Drama
1669,"Perfect World, A",1993,Action Drama
440,Philadelphia,1993,Drama
239,"Piano, The",1993,Drama Romance
450,Poetic Justice,1993,Drama
1391,"Program, The",1993,Action Drama
2502,Robert A. Heinlein's The Puppet Masters,1994,Horror Sci-Fi
1864,Radioland Murders,1994,Comedy Mystery Romance
1865,"Ref, The",1994,Comedy
107,"Remains of the Day, The",1993,Drama
1866,Renaissance Man,1994,Comedy Drama War
851,Rising Sun,1993,Action Drama Mystery
1392,"Road to Wellville, The",1994,Comedy
1979,Robocop 3,1993,Sci-Fi Thriller
700,Robin Hood: Men in Tights,1993,Comedy
1280,Romeo Is Bleeding,1993,Crime Thriller
1984,Romper Stomper,1992,Action Drama
2631,Ruby in Paradise,1993,Drama
464,Rudy,1993,Drama
2820,"Saint of Fort Washington, The",1993,Drama
3420,"Savage Nights (Nuits fauves, Les)",1992,Drama
24,Schindler's List,1993,Drama War
1456,"Scout, The",1994,Drama
526,Searching for Bobby Fischer,1993,Drama
3668,Second Best,1994,Drama
50,"Secret Garden, The",1993,Children's Drama
1088,Serial Mom,1994,Comedy Crime Horror
1871,"Shadow, The",1994,Action
1872,Shadowlands,1993,Drama Romance
2492,Short Cuts,1993,Drama
2214,"Simple Twist of Fate, A",1994,Drama
2892,Sirens,1994,Comedy Drama
476,Six Degrees of Separation,1993,Drama
730,Sleepless in Seattle,1993,Comedy Romance
1422,Sliver,1993,Thriller
744,Blade Runner,1982,Film-Noir Sci-Fi
745,Son in Law,1993,Comedy
746,So I Married an Axe Murderer,1993,Comedy Romance Thriller
2436,Striking Distance,1993,Action
3266,Harlem,1993,Drama
1095,Super Mario Bros.,1993,Action Adventure Children's Sci-Fi
2785,Surviving the Game,1994,Action Adventure Thriller
2503,Terminal Velocity,1994,Action
2515,Thirty-Two Short Films About Glenn Gould,1993,Documentary
1430,Threesome,1994,Comedy Romance
332,"Nightmare Before Christmas, The",1993,Children's Comedy Musical
194,"Three Musketeers, The",1993,Action Adventure Comedy
917,Tombstone,1993,Western
3263,Trial by Jury,1994,Thriller
496,True Romance,1993,Action Crime Romance
1288,"War Room, The",1993,Documentary
3565,Mamma Roma,1962,Drama
2204,"Pagemaster, The",1994,Action Adventure Animation Children's Fantasy
3370,"Paris, France",1993,Comedy
3567,"Beans of Egypt, Maine, The",1994,Drama
1998,Killer (Bulletproof Heart),1994,Thriller
366,Welcome to the Dollhouse,1995,Comedy Drama
3396,Germinal,1993,Drama
2621,Chasers,1994,Comedy
1590,Cronos,1992,Horror
1803,Naked in New York,1994,Comedy Romance
3422,Kika,1993,Drama
2229,Bhaji on the Beach,1993,Comedy Drama
428,Little Big League,1994,Children's Comedy
2899,"Slingshot, The (K̴disbellan )",1993,Comedy Drama
1893,"Wedding Gift, The",1994,Drama
3639,Foreign Student,1994,Drama
2749,"Ciao, Professore! (Io speriamo che me la cavo )",1993,Drama
2471,Spanking the Monkey,1994,Comedy Drama
1823,"Little Rascals, The",1994,Children's Comedy
3228,Fausto,1993,Comedy
2182,Andre,1994,Adventure Children's
3152,"Hour of the Pig, The",1993,Drama Mystery
3496,"Scorta, La",1993,Thriller
1897,Princess Caraboo,1994,Drama
246,"Celluloid Closet, The",1995,Documentary
3590,Metisse (Caf̩ au Lait),1993,Comedy
2247,Dear Diary (Caro Diario),1994,Comedy Drama
3658,I Don't Want to Talk About It (De eso no se habla),1993,Drama
1166,"Brady Bunch Movie, The",1995,Comedy
567,Home Alone,1990,Children's Comedy
568,Ghost,1990,Comedy Romance Thriller
34,Aladdin,1992,Animation Children's Comedy Musical
98,Terminator 2: Judgment Day,1991,Action Sci-Fi Thriller
124,Dances with Wolves,1990,Adventure Drama Western
3693,Tough and Deadly,1995,Action Drama Thriller
588,Batman,1989,Action Adventure Crime Drama
129,"Silence of the Lambs, The",1991,Drama Thriller
9,Snow White and the Seven Dwarfs,1937,Animation Children's Musical
11,Beauty and the Beast,1991,Animation Children's Musical
589,Pinocchio,1940,Animation Children's
397,Pretty Woman,1990,Comedy Romance
3395,Window to Paris,1994,Comedy
1825,"Wild Bunch, The",1969,Western
3009,Love and a .45,1994,Thriller
3515,"Wooden Man's Bride, The (Wu Kui)",1994,Drama
2632,"Great Day in Harlem, A",1994,Documentary
2435,"Bye Bye, Love",1995,Comedy
,Criminals,1996,Documentary
1409,One Fine Day,1996,Drama Romance
2392,Candyman: Farewell to the Flesh,1995,Horror
3660,Century,1993,Drama
52,Fargo,1996,Crime Drama Thriller
1410,Homeward Bound II: Lost in San Francisco,1996,Adventure Children's
1001,Heavy Metal,1981,Action Adventure Animation Horror Sci-Fi
1990,Hellraiser: Bloodline,1996,Action Horror Sci-Fi
1421,"Pallbearer, The",1996,Comedy
2772,Jane Eyre,1996,Drama Romance
3268,Loaded,1994,Drama Thriller
2051,Bread and Chocolate (Pane e cioccolata),1973,Drama
1094,"Aristocats, The",1970,Animation Children's
1991,"Flower of My Secret, The (La Flor de Mi Secreto)",1995,Drama
3424,Two Much,1996,Comedy Romance
2961,Ed,1996,Comedy
,Scream of Stone (Schrei aus Stein),1991,Drama
2774,My Favorite Season,1993,Drama
3521,"Modern Affair, A",1995,Romance
3688,Condition Red,1995,Action Drama Thriller
,Asfour Stah,1990,Drama
3124,"Thin Line Between Love and Hate, A",1996,Comedy
2493,"Last Supper, The",1995,Drama Thriller
918,Primal Fear,1996,Drama Thriller
,Rude,1995,Drama
2130,Carried Away,1996,Drama Romance
2207,All Dogs Go to Heaven 2,1996,Animation Children's Musical
2825,Land and Freedom (Tierra y libertad),1995,War
1801,Denise Calls Up,1995,Comedy
2208,Theodore Rex,1995,Comedy
2826,"Family Thing, A",1996,Comedy Drama
,Frisk,1995,Drama
2147,Sgt. Bilko,1996,Comedy
2606,Jack and Sarah,1995,Romance
2622,Girl 6,1996,Comedy
2133,Diabolique,1996,Drama Thriller
3436,"Little Indian, Big City (Un indien dans la ville)",1994,Comedy
3591,Roula,1995,Drama
