item_id:token,name:token_seq
50207,Mikis Theodorakis
50206,Jade Or
18120,Boozoo Bajou
5214,Darkthrone
50021,Stone
29001,Brutality Will Prevail
75380,Romero
122798,Agnosy
47071,Puig Destroyer
6377,Celeste
46455,The Limp Twins
12053,Archie Shepp
59077,Smith & Mighty
17923,J-Walk
45736,T. Raumschmiere
628,Boys Noize
2292,Edie Brickell and New Bohemians
7030,Sister Sledge
9670,Skindred
5065,The Dillinger Escape Plan
45680,Coldburn
38030,Man Must Die
88991,Ilsa
697,Atari Teenage Riot
8556,Tragedy
10436,Hatebreed
16821,Fudge Tunnel
8509,Rotten Sound
7828,Grinderman
59154,The Phantom Carriage
20005,Strife
67314,SIG
10838,The Egg
139101,timbral
4869,Traveling Wilburys
84888,Cyril Pahinui
11594,The Submarines
35505,Early Graves
9833,Darkest Hour
32911,Anciients
42179,Unkind
8314,No Omega
38031,Philip H. Anselmo & The Illegals
63449,Kill the Client
61004,Freya
2918,Jamiroquai
40736,Cultura Tres
108315,Cats Park
15080,Julee Cruise
146,Parov Stelar
4154,Sophie Solomon
1291,The Dave Brubeck Quartet
17033,Mariachi El Bronx
9898,Warren Zevon
21144,The Derek Trucks Band
14135,Kenny Rogers
89494,Bill Medley & Jennifer Warnes
37789,Richard Clayderman
4648,Peter Broderick
44176,Ganga
22703,Karmacoda
40391,Ben Woods
43026,Dhamika
2547,Hammock
31144,Bliss
2548,Arms and Sleepers
31433,Goloka
92995,Soula & Angela
26654,The Verbrilli Sound
80059,Nienvox
2152,Buckethead
10162,Epic45
24262,M-Seven
32499,Birdpen
28760,Falling You
248,B.B. King
1368,Jet
1747,Aretha Franklin
127790,Vertigo
8018,Martina Topley-Bird
101972,Jesse Colin Young
1676,Levon Helm
14220,Olivia Ruiz
1383,Cake
11724,Stephen Stills
2784,James
5261,Lush
9571,The Project Hate MCMXCIX
13113,Neil Finn
20105,Sivert HÃ¸yem
19165,Anna Ternheim
737,RJD2
88058,Leahy
12693,M.A. Numminen
7388,The Hellacopters
3211,Deicide
997,Fun Lovin' Criminals
14869,"Medeski, Martin and Wood"
14504,Buena Vista Social Club
13846,Ãmilie Simon
39084,SiobhÃ¡n Donaghy
5,Napalm Death
49442,Nova International
24906,Sara Bareilles & Ingrid Michaelson
39538,Sofaplanet
4599,Jacques Dutronc
984,David Holmes
45107,Lowkey
655,Attwenger
28969,Cory Lee
58503,Vib Gyor
29789,Hugh Masekela
21145,Us3
4629,Vanessa Paradis
9805,Callisto
1141,Staind
4865,Guru
104251,Toma
24228,Keziah Jones
47485,Tango Tripping Project
50198,Outsized
100040,Rodrigo Sanchez
21051,Tape Five
5458,Club des Belugas
82881,Moca
30318,Ypey
16295,Laura Pausini
13601,Gipsy Kings
3451,Guana Batz
7102,Zaz
74681,Josef Hader
2046,Firefox AK
32576,Hexentanz
17835,The Pussybats
88201,Starlit
83670,DJ Sisen
27390,Black Atlass
6058,Richard Durand
5450,Bent
58151,PreEmptive Strike 0.1
9965,Angra
13393,Lycia
12240,synapscape
54893,Judith
62146,Dave McCullen
34934,Gothica
8260,Rae & Christian
67938,Violet Tears
23018,Muchachito Bombo Infierno
10964,The Melodians
15510,Fettes Brot
86453,Born For Bliss
32354,Esthero
4979,Dissection
17314,Lisa Gerrard
15512,Turntablerocker
25171,Keren Ann
19146,Lady & Bird
5445,Alif Tree
79014,Markus Kienzl
8112,Jimi Tenor
33941,Minus 8
45603,Taxi
724,DJ Krush
66799,Boozoo Bajou feat. Wayne Martin
5687,Kabanjak
19144,Mum
69754,Division Kent
705,The Herbaliser
7932,Salt-N-Pepa
329,Emmon
9088,Natalie Imbruglia
56942,Trygve Seim
27316,Dolores O'Riordan
3992,Blitzen Trapper
3964,Andrew Bird
34293,Tomcraft
59795,Miles Fisher
720,Chinese Man
915,Paul Kalkbrenner
38369,Fabrizio Paterlini
59803,John Surman
29964,Arild Andersen
40096,Jack DeJohnette
54047,Oregon
15267,James Horner
11232,Les Rythmes Digitales
29961,John Abercrombie
41663,Phideaux
34516,Hazmat Modine
2095,t.A.T.u.
24838,Blackstar
2322,Katatonia
4695,Annie
4192,Marissa Nadler
2031,Venom
14472,En Vogue
4718,April March
24171,Ou Est Le Swimming Pool
21121,Scientific American
6217,Tapes 'n Tapes
48446,Lionel Belasco
93352,Champions
3134,Gary Jules
11072,The Enchanters
24521,Sandra
10141,Julie Doiron
7664,The Dream Academy
6446,John Williams
6300,Atomic Kitten
24468,Jucifer
23459,Corvus Corax
17260,Hans SÃ¶llner
43251,Hubert von Goisern
24276,Gala
5962,Angelfish
15309,Alex Gopher
31678,Sarah Bettens
77068,Extended Spirit
37774,Wildchild
50245,Seija Simola
27084,Freeman
52932,Pasi Kaunisto
40752,Karma
13752,James Taylor
2461,Charles Mingus
40259,The Hombres
114983,Clarence Samuels
92746,The Showmen
29018,UNDERDOGS
31428,The Engine Room
11293,Carpark North
2168,The Adicts
42960,Nina Sky
26835,DJ Unknown Face
28464,Royal Crown Revue
26597,Three Bad Jacks
125726,Raver's Nature
38558,Gasoline
38804,Cadaver
4455,Barbara Lewis
50500,Illusions
1455,Hank Snow
14684,Little Walter
133141,_
134544,Benny Martin
13309,Alex Gaudino
3511,The Lively Ones
78476,The Edsels
52905,Bonsai Kitten
36117,The Silver Shine
36634,Banane Metalik
58392,Caterina Caselli
27681,Joe Meek
3500,The Krewmen
44041,Dakota Staton
9245,Roy Brown
9863,Georgie Fame
34996,Little Bitchard
10815,virt
63033,stamina
35021,Princessa
103242,Ivan Neville
88145,All Too Much
18290,Bodyrox feat. Luciana
96427,The Top Cats
39755,Scratch Massive
64855,Christopher & Raphael Just
45487,Raptori
5955,Naughty By Nature
69208,Steve Overland
11257,The Statler Brothers
2627,Static-X
1036,Gnarls Barkley
37832,Micky Green
6207,Ne-Yo
14070,Gabriella Cilmi
2092,Duffy
56755,Stefanie Heinzmann
6142,Mark Ronson
15523,Deep Dish
23622,Oxia
22597,Nanase Hikaru
15087,John DahlbÃ¤ck
27357,Emily Haines
37927,Mia
1103,Jennifer Lopez
16369,Garnet Mimms
67606,Mel Tillis
85502,Wayne Cochran
94140,Chariots
9242,Louis Jordan
16942,Meredith Brooks
7106,Janet Jackson
147,Weird Al Yankovic
68822,Little Hat Jones
60293,Robert Wilkins
68821,Pink Anderson & Simmie Dooley
68258,Joe Calicott
48428,Vince Giordano And The Nighthawks
16809,Thomas Detert
18442,Lonnie Brooks
13552,Junior Parker
34083,Roberto Roena
54414,Maynard Ferguson
128965,Jagz Kooner
107178,IC
117538,Stern Combo Meissen
116695,IC FALKENBERG
196,Sarah Vaughan
23523,Sam The Sham & The Pharaohs
56571,Chuck Carbo
16371,Los Apson
96260,The Van Dykes
13691,Otis Rush
42267,Hank Ballard & The Midnighters
33619,Sugar Pie DeSanto
12029,The Outsiders
3617,Telex
106813,Don & The Goodtimes
14589,Hazel
133077,Billy La Mont
89541,Honey & The Bees
4613,The Trashmen
80604,The Rangers
54045,Doctor Ross
26415,The Kingsmen
26393,The Playboys
9963,Therion
9832,Entombed
33620,Thurston Harris
14570,The Sonics
46391,Bodyrox
8225,Seelenluft
18198,The Seekers
104818,Los Shakers
9548,Percy Sledge
25958,Ernie K-Doe
4581,Them
104185,The Cuff Links
39720,Jimmie Rodgers
66345,The Premiers
46889,Ruby Johnson
16360,Barrett Strong
72535,Bobby Freeman
47942,"The ""5"" Royales"
110203,Astronauts
145,The Monkees
26397,The Robins
57271,Freemasons feat. Sophie Ellis-Bextor
65701,Junior Mance
2437,Jimmy Smith
19762,Klaus Doldinger
23684,"Dave ""Baby"" Cortez"
82950,Chuck Higgins
1690,Lee Dorsey
82953,The Parliaments
13572,Lee Hazlewood
44535,Fontella Bass
39859,The Calico Wall
20158,I
15702,DoF
7898,Do Make Say Think
62175,D.Kay
62431,Melvin Sparks
10105,The Souljazz Orchestra
13313,Technohead
8157,Rainald Grebe
80764,Jaimeson
6923,Freundeskreis
24997,Afroman
38215,Martti Vainaa & Sallitut aineet
14118,Mint Royale
27734,Gravity Kills
73559,Hans Theessink
59332,Pages
33360,Quench
83653,Opal
8244,Peanut Butter Wolf
22445,Ginuwine
2948,Amorphis
14219,Desireless
6731,Frazey Ford
57604,Dos Hombres
12059,Mirwais
13878,Vanilla Ninja
103231,Gene Vincent & the Blue Caps
4051,3 Doors Down
19892,Diablo
5010,Sentenced
377,Agoria
28596,Lakupaavi
9938,Cradle of Filth
14312,Sleater-Kinney
14322,Frank Popp Ensemble
36247,Brian McFadden
15540,Ajattara
18193,Village People
1002,Sofa Surfers
13648,Darin
8269,Hanoi Rocks
75033,Aaron Hall
52186,A-Tyyppi
97906,Jack Rabbit Slim
15264,Poets of the Fall
15002,Bill Summers
19889,Timo Rautiainen
9974,Lordi
2457,Giovanni Battista Pergolesi
32328,The Irish Descendants
116754,Barre Phillips
43776,Robots in Disguise
10618,Robotobibok
10093,Olivier Messiaen
12706,Meredith Monk
85555,Winter Family
24474,Contemporary Noise Quintet
18894,Michael Brook
109492,DoubleUIM
129122,Akasha Voices
55146,Richard Anthony
5207,Carpathian Forest
16973,Timo Rautiainen & Trio Niskalaukaus
51966,Hector Zazou
2656,George Harrison
43140,Luciano Berio
14852,Karsh Kale
90129,Giorgio Conte
11464,Renaissance
115182,Circumnavigate
18076,Nik BÃ¤rtsch's Ronin
55757,Orleans
39218,Le Trio Joubran
21573,Krzysztof Komeda
35487,Quadro Nuevo
13727,Members of Mayday
5430,Superchic[k]
35862,Angels Of Venice
102859,Tamburada
14843,Emily Browning
93486,Buy Now
9341,Samael
8815,Radiorama
120788,B-Boy Tronik
34151,ÐÑÐ¸Ñ
4859,Bomfunk MC's
65666,Fail Emotions
44137,Ekstrak
98861,J.C.A.
2719,Disturbed
2243,Natasha Bedingfield
109482,Sonic Division
6007,W&W
76802,Xe-NONE
42282,Amatory
17990,Ãtienne de CrÃ©cy
62967,Patrick Rondat
5987,You Love Her Coz She's Dead
2082,Carla Bruni
32458,Cujo
114039,Design-s
34034,NiT GriT
7163,Pat Benatar
8183,Paradox
1732,Caesars
3012,Blessthefall
80501,Commercial Club Crew
85275,48K
44426,Soulsonic
4055,A Day to Remember
362,The Hacker
19244,Brassy
9189,Technotronic
61764,RTPN
29025,Egypt Central
2669,Collide
37661,Bow Ever Down
2137,L7
37874,Tag Team
27652,Backandtotheleft
23501,Fire on Dawson
41185,Nevarakka
18973,The Psychedelic Ensemble
43583,Rajna
89567,Silica Gel
23448,Faun
70320,Tristeria
32750,The Azoic
14741,Eureka
8075,Vibrasphere
85340,Cyber Snake
64614,FreeFall
92091,Planisphere
79242,Minusheart
85030,reAdjust
17678,Vanessa Williams
1320,Stevie Wonder
18119,Skinny
33276,Swayzak
5462,Nicola Conte
88786,The Soundlovers
15274,Jean Sibelius
32140,Rebel Meets Rebel
20015,Superjoint Ritual
17369,Third World
32394,Theme Park
95261,Guitar Heroes
19240,Boss Hog
20329,Make the Girl Dance
83136,Georg Solti
32264,Titiyo
67771,Argos
32737,Head-Less
13965,Dougie MacLean
54797,Manic Bloom
98712,Riversea
11845,Eisbrecher
9438,TNT
43950,Warmen
49910,Glow
32142,Henry Rollins
40004,Olli Schulz
8103,Tiger Tunes
16984,Poisonblack
15395,Azure Ray
71719,Kaledon
12112,Olivia Newton-John
34438,Aswad
51596,Adam and Andrew
10835,Mylo
3124,Frankie Goes to Hollywood
15405,Haley Bennett
8932,Martika
43462,Done Again
39431,It's Immaterial
5866,Propaganda
107994,Helllight
124027,Adrina Thorpe
25538,Katie Herzig
9167,Meiko
95787,Sarah Solovay
16229,Decibully
31628,Spencer Group
28449,NoÃ«l Coward
120764,Allan Jones
103449,Tufts Beelzebubs
14517,Sam Dees
124990,Norsk Noteservice Wind Orchestra
101711,The Harmony Group
92967,Cruciform Injection
89200,V2A
76492,Sanguis et Cinis
102221,Andra Dare
17888,Doom:vs
13854,Hanzel und Gretyl
123303,Vanished Empire
28077,16volt
9570,The Synthetic Dream Foundation
22531,Frankie Rose and The Outs
83340,Immortal Souls
116838,Derri Daugherty
101851,Sophie Barker
81679,Molly Lewis
12897,RAC
21785,Imperative Reaction
102222,Lisa Hammer
15571,Heavy Metal Perse
7827,Third Eye Blind
7022,SÃ©rgio Mendes
85626,Rising Shadows
44805,Tourniquet
76732,Scarlet Leaves
50123,Mel Robbins
95324,Francine
2224,Bobby Helms
98066,Freddie Hart
3340,Paul Johnson
8097,Moonsorrow
72068,Andy Anderson
3930,Men at Work
40841,Î£ÏÎ­ÏÎµÎ¿ ÎÏÎ²Î±
68879,Active Member
35998,Mandinga
28369,Brenda Russell
92551,ÎÎ»ÎºÎ·ÏÏÎ¹Ï Î ÏÏÏÎ¿ÏÎ¬Î»ÏÎ·
136718,Ryan Simmons
3241,Old Man's Child
10219,Ohio Players
8792,Roky Erickson
363,Friendly Fires
2835,Mr. Oizo
3293,Capercaillie
116318,Cheap Mondays
18047,Sex Gang Children
110915,The Eternal Fall
17192,Burst
49260,Mustafa Sandal
5198,Shining
28878,The Monolith Deathcult
17685,Lifelover
5191,Oranssi Pazuzu
18977,Scarve
10269,Deathspell Omega
14121,Sybreed
6850,Terror
110998,Hellwitch
9630,True Widow
16586,The Black Dahlia Murder
36036,Vega
11310,Disarmonia Mundi
62425,The Eye
82067,Skitliv
36370,Clair Cassis
31304,Myrath
15544,Septic Flesh
20545,ÎÎ»ÎºÎ¯Î½Î¿Î¿Ï ÎÏÎ±Î½Î½Î¯Î´Î·Ï
17683,Tragic Black
60537,Otros Aires
105440,Jonny Teupen
16916,Edu Lobo
38608,Rose Noire
55710,kanonÃkanon
3569,Perfume
136673,dolore
108976,2 Bullet
39531,Dazzle Vision
3618,ããããã¯ã­ã¼ãã¼Z
40204,å½©é³
22301,AAA
35594,SKE48
7142,SISTAR
65353,Alan
83669,Seileen
29986,w-inds.
44527,é»å´çé³
129211,Licker
46564,ì¤í¼ì¹´
66068,å°éæµä»¤å¥
81617,GPKISM
5538,Aira Mitsuki
5437,Sara Groves
33847,Safura
28979,Natalie Bassingthwaighte
60607,Planet of Zeus
101741,Î£Î¬ÎºÎ·Ï Î¡Î¿ÏÎ²Î¬Ï
15378,Sarah Dawn Finer
64771,Suspiria
89172,Lola Angst
66970,Boomkat
33997,Total Chaos
13855,God Module
57669,Sabina Babayeva
25751,Dan Balan
7036,Chic
113943,The Stompcrash
90732,Red Sun Revival
88546,Voices of Masada
14113,Aesthetic Perfection
8994,Diana Ross
136325,Wolf Mail
69209,Doogie White
58318,Jimmy Bowskill
28410,Birth Control
23356,Oli Brown
24991,JJ Grey & Mofro
11709,Barry McGuire
16848,The Muggs
11723,Wishbone Ash
58298,Bryce Janey
50285,Last Autumn's Dream
24383,The Sheepdogs
2,Eluvium
18613,Skip James
3228,Strapping Young Lad
100350,Lee Evans
21893,Maria BethÃ¢nia
101465,Aiff
78189,The Stance Brothers
66803,Don Ellis
51511,The Ballistic Brothers
66275,Two Banks of Four
8261,Only Child
84193,Michael Hornstein
93877,Scarlet Youth
61440,An Danzza
17647,C.C. Catch
31164,Belinda
1353,Jorge Ben
36601,Kotipelto
1331,Quantic
5145,Tania Maria
19223,Odetta
9002,Roy Ayers
81149,Ellen McIlwaine
1570,Elis Regina
18083,"Sammy Davis, Jr."
28800,Antique
64154,Willis Jackson
5723,Monty Alexander
99406,Peter Herbolzheimer Rhythm Combination & Brass
59114,Les McCann
32972,Mandrill
31386,Lyn Collins
10214,Quincy Jones
38625,Lexia
88344,Gloria Scott
32414,Puzzle
34084,Rosinha De ValenÃ§a
1072,Oleta Adams
29273,Michel Camilo
112263,Coke Escovedo
32430,Rose Royce
79533,Ambros Seelos
47944,Barbara Acklin
8990,Diana Ross and the Supremes
6286,Mel TormÃ©
45882,Della Reese
102504,Brian Auger
7435,Grant Green
1090,Kool & The Gang
7451,Kenny Burrell
3179,Art Blakey
2396,Roy Ayers Ubiquity
95719,Fred Wesley & The JB's
65400,Energie Du Verre
52045,Osaka Monaurail
8453,The Shirelles
4248,Chris Clark
97069,Joey Pastrana
26266,Tenek
124765,TNT Boys
6692,Kalafina
96325,Aeternitas
52232,Your Favorite Enemies
67843,Instant Suppression
82170,Timecry
96487,Kiana
16433,D Creation
33358,Chromium
113016,Laments Of Silence
67898,Miseration
66769,Eventide
85099,Illidiance
105502,Cassie Davis
60886,Crystalic
70630,Faithful Darkness
16431,Rise to Fall
36900,Society's Plague
64435,The Bereaved
67965,Emergency Gate
7466,Universum
27290,Code For Silence
113013,Draconic
36619,Synthetic Breed
96409,Dekad
15039,Joe Bataan
34024,Hannah Fury
21181,Jessica Mauboy
10742,In Vain
1569,AntÃ´nio Carlos Jobim
21888,Alcione
2115,CÃ©u
3714,Paula Morelenbaum
66355,Susannah Mccorkle
1421,Maria Rita
17912,Baden Powell
3722,Bebel Gilberto
20297,Paul Desmond
1351,Gal Costa
56759,Linda Pritchard
14342,Christina StÃ¼rmer
9201,She & Him
3869,ä¹ç³è­²
57687,LucÃ­a PÃ©rez
57682,Emmy
15591,MÃ¥ns ZelmerlÃ¶w
77575,Kostas Martakis
77579,Peggy Zina
29363,Helena Paparizou
29375,Sarbel
57694,Dana International
92400,ÎÎ¹ÏÎ¬Î»Î·Ï Î§Î±ÏÎ¶Î·Î³Î¹Î¬Î½Î½Î·Ï
89717,Evridiki
28742,Kati Wolf
99388,Sakis Rouvas
56529,Despina Vandi
5325,Straylight Run
36727,Boys Night Out
5851,Thursday
46487,The Legion of Doom
23764,Dead Poetic
33041,Hidden in Plain View
9884,Senses Fail
5830,From Autumn To Ashes
22678,A Thorn For Every Heart
119026,Monali
11302,The Stranded
65211,A Heartwell Ending
47877,Elliot Minor
15144,Young Guns
40675,Sam Tsui
4160,Team Sleep
5440,Joy Zipper
14969,Bad Manners
46608,Vegas
242,Rod Stewart
9000,Randy Crawford
4200,Georg Philipp Telemann
56493,Marionette
5321,Taking Back Sunday
47028,Halifax
137073,Sameer Halka
32987,Chaos Divine
130505,"Kumar Sanu, Alka Yagnik"
24765,Madina Lake
15193,The Red Jumpsuit Apparatus
8633,Matchbook Romance
10089,Armor for Sleep
28881,Words of Farewell
5845,Chiodos
2691,Story of the Year
19702,The Almost
50825,Hopes Die Last
88948,Incarnia
21363,Michael Bolton
135380,Vinod Rathod
27654,Melotron
43861,Enthrope
9744,Bleed The Dream
2735,Lostprophets
56485,Across Five Aprils
85716,Futility
115451,Inner Missing
108678,Soham
37265,Lovehatehero
23771,A Skylit Drive
9901,OMC
5847,Emery
9736,Saosin
136269,Sonu Nigam;Alka Yagnik
28918,Hawthorne Heights
5803,Fightstar
10893,Silverstein
2738,Finch
8631,From First to Last
16872,Alesana
5852,Thrice
19722,The Blackout
19716,Kids in Glass Houses
5812,Underoath
473,Vetiver
7,Funeral for a Friend
23760,A Static Lullaby
132947,The Talleys
42106,Wedlock
124018,The Silver Fish
115338,Mitsnakker
92813,D-Mode-D
132949,Mark Trammell Trio
91268,fydhws
132157,Bharadwaj
130299,All Found Out
132953,Ann Downing
82424,Ixion
136577,PBnJ Band
107955,Livid Halcyon
76808,Solisia
128033,Anand Raj Anand
139353,The Brook Lee Catastrophe
138757,The Ruppes
81557,Chelsea Williams
112886,aiRless pRoject
53053,chillaholic
120265,Allison Durham Speer
121745,ÐÐ¸Ð»Ð¸Ð¹ ÐÐ»ÐµÐºÑÐµÐµÐ²Ð¸Ñ ÐÐ°Ð»Ð°ÐºÐ¸ÑÐµÐ²
67941,Hexperos
107956,Tears of Martyr
14022,Michael Mayer
2084,Babylon Zoo
19188,Marsheaux
134020,DNA2
131383,Sajid Wajid
105909,Mourning Lenore
35415,Frida Amundsen
132952,The Nelons
133572,Futures Passed
63373,Lanewin
2283,Insomnium
9888,Sonic Syndicate
10230,Before the Dawn
37196,Solerrain
19873,Luna Obscura
81424,The Blinded
67831,The Few Against Many
30705,The Duskfall
2333,Dark Tranquillity
21863,In Mourning
69601,Nahemah
43860,Fractal Gates
15478,Lhasa
39646,Serkan SÃ¼leymaniye
19561,Cheikh LÃ´
132186,Sajid-Wajid
25436,Bert Jansch
12021,Betty Everett
3528,Big Star
8451,Connie Stevens
13412,Bassekou Kouyate & Ngoni ba
91343,Shafqat Amanat Ali
16574,Mercan Dede
55166,Javed Ali
47559,Irfan
19557,Toumani DiabatÃ©
27413,Niyaz
55178,Alka Yagnik
16331,Orchestra Baobab
47555,Stellamara
20571,Mari Boine
46335,Geoffrey Oryema
118285,Zumi-Kai
34923,Axiom Of Choice
12238,Love Is Colder Than Death
63404,The Slow Death
55181,Daler Mehndi;Chitra
6612,Culture Beat
17818,Aythis
100053,Shantanu Moitra
17829,Monolithe
41630,Ecnephias
16987,Chris Bell
85718,Falling Leaves
27673,Embrace of Silence
67830,To Cast A Shadow
95045,Okera
37409,sToa
29265,George McCrae
7265,The Pentangle
37783,Ophelia's Dream
67946,Collection d'Arnell~AndrÃ©a
67944,Artesia
1603,Lali Puna
113391,Wedding in Hades
77318,Evadne
80563,As Autumn Calls
101811,My Lament
120054,(Echo)
125985,Majestic Downfall
59018,Inborn Suffering
2275,Ophis
95044,Faal
11285,Cranes
83842,Mary Margaret O'Hara
25733,Syven
207,Billie Holiday
47734,George Formby
16102,Chapterhouse
16436,Nox Aurea
42174,Eye of Solitude
11139,DJ Mehdi
15472,The Rosebuds
255,Astor Piazzolla
8019,The Legendary Pink Dots
113944,Ningizzia
80558,Seidr
15553,Vallenfyre
136267,Sonu Nigam;Shreya Ghoshal;Salim Merchant
95178,Shail Hada
34416,Papon
123722,Bollywood
127245,Ash King
119018,www.songs.pk
135168,Hindi
66239,Shahrukh Khan
55155,Vishal-Shekhar
8945,Hadouken!
66,Minus the Bear
5202,Ihsahn
29580,The Exies
11716,Elvis Costello & The Attractions
2614,Guided by Voices
11957,Flamin' Groovies
17116,The Posies
1660,Gram Parsons
442,Teenage Fanclub
2907,The dB's
4157,Richard & Linda Thompson
1708,The Replacements
14524,Gene Clark
5939,Paul Westerberg
36479,Alex Chilton
13399,Trepalium
13352,2econd Class Citizen
83,Devin Townsend
13299,Ghost Brigade
321,TRISOMIE 21
73533,End of Data
37678,Chemlab
9885,Chiasm
14358,Iceage
14557,Mortiis
24396,Antonis Remos
12509,Easton Corbin
30037,Giorgos Mazonakis
54783,Orphan Project
5420,Big Giant Circles
64686,I Shot The Duck Hunt Dog
23797,Paper Lions
79837,Helevorn
41631,Soulfallen
27281,Pain Confessor
2954,MyGrain
37195,Naildown
21539,Raunchy
21543,Dark Age
15952,Engel
13301,Blinded Colony
37194,Lunarsea
6088,Skyfire
2325,Mors Principium Est
16453,Noumena
2966,Mercenary
27138,Becoming the Archetype
2285,Barren Earth
13686,Augury
58887,Depressed Mode
48081,Before the Rain
22096,Pebbles
7854,Jerrod Niemann
58445,Natassa Theodoridou
3245,Kenny Chesney
96734,Thanos Petrelis
63042,Shattered Hope
103200,ÎÎ±Î¹ÏÎ· ÎÎ±ÏÎ¼ÏÎ·
21146,Jody Watley
43714,Tiffany
49503,Chris Young
9933,Haggard
38612,Magion
105263,Sky Burial
76885,Kalomoira
114958,Feminnem
99383,Tamta
76882,Elli Kokkinou
3889,ÎÎ½Î½Î± ÎÎ¹ÏÏÎ·
16449,Ablaze in Hatred
13304,Daylight Dies
17875,Rapture
16440,Slumber
16435,Lethian Dreams
16445,Wine From Tears
41632,The Foreshadowing
52502,Mar De Grises
4389,Keith Urban
2999,Blake Shelton
7851,Tim McGraw
4414,Toby Keith
7860,Billy Currington
4416,Brad Paisley
38877,Riding the Diplodoc
17571,Breathe
17666,ExposÃ©
21958,Sheena Easton
10695,Paula Abdul
24301,Cathy Dennis
17673,Taylor Dayne
3773,Debbie Gibson
12605,Amberian Dawn
72376,Eighth Wonder
6335,October Tide
3067,Swallow the Sun
3271,Sugarland
7500,Scar Symmetry
40402,Torchbearer
13302,Solution .45
5456,StÃ©phane Pompougnac
59709,Evig Natt
38615,Imperia
2955,Penumbra
33582,Operatika
59604,Ashes You Leave
25589,To-Mera
127445,Dakrua
49452,Abdullah Ibrahim
108194,Black Coffee
49270,Adrian Willaert
77213,Chiwoniso
49790,Mamadou Diabate
24743,The Fall of Every Season
2274,Forest of Shadows
43149,Remembrance
2276,The Morningside
17269,Forest Stream
32178,The Defaced
67630,Tears of Mankind
69086,Arise
73933,Vespers Descent
5330,Sugababes
61186,ÐÐ¾ Ð¡ÐºÐ¾ÑÐ±ÑÑ
95897,The Arcane Order
47750,Who Dies in Siberian Slush
60913,SuG
9343,Hypocrisy
37746,Distorted
60879,UnsraW
32201,Decadence
51897,Beyond The Embrace
59270,The Cold Existence
110953,Skull
87439,Lycaon
72054,Sel'm
9830,Detonation
2279,The Kovenant
109171,Within Y
80551,Abstract Spirit
2323,Moonspell
39314,lynch.
3238,D'espairsRay
131603,Kingdom Heirs
5123,Fates Warning
131604,Collingsworth Family
130990,Lauren Talley
34489,Aspera
59423,Lost Eden
19772,Redemption
5633,Gold City
131602,Triumphant Quartet
120013,The Martins
101654,Compos Mentis
138037,Blackwood Brothers
136968,Mark Bishop
59015,Silent Descent
130995,Greater Vision
129715,Larry Ford
26964,Jeff & Sheri Easter
138103,Ben Speer
54938,Alessandro Scarlatti
15280,Andrea Bocelli
114498,Andrea Gabrieli
73986,Arcadi Volodos
7209,BÃ©la BartÃ³k
86707,The Steeles
132950,Booth Brothers
138036,Dove Brothers
3709,Skee-Lo
69019,Joshua Kadison
75279,94.7 Highveld Stereo.
130272,The Happy Goodmans
124953,Cathedral Quartet
104100,Talley Trio
137049,The Blackwood Brothers
130993,Gordon Mote
54830,Lambretta
124954,Signature Sound
104108,Ivan Parker
76843,Jake Hess
66848,Lipstick
71827,Oliver Mtukudzi
5679,Ursula 1000
20528,Susana Baca
129714,Janet Paschal
64637,Brian Free & Assurance
132946,George Younce
66296,Ernie Haase
124955,The Booth Brothers
132951,Kirk Talley
124956,Legacy Five
132955,Palmetto State Quartet
130710,Karen Peck & New River
132944,Mike Bowling
34148,Estatic Fear
16434,How Like A Winter
112463,Autumnia
76753,Longing for Dawn
79747,Randi Laubek
17902,"o brother, where art thou?"
50048,DJ Tonka
5734,Omara Portuondo
116254,Marta Topferova
44985,La Sonora Dinamita
46338,Chocolate Armenteros
127941,Alfredo Valdes
53944,Afro-Cuban All Stars
129717,The Bill Gaither Trio
136966,Freemans
131597,Bill Gaither Trio
76846,Guy Penrod
66301,The Hoppers
76844,Jessy Dixon
132948,Florida Boys
132954,The Perrys
132943,Hoppers
129713,Joy Gardner
129716,Old Friends Quartet
100964,Lynda Randle
132945,Squire Parsons
66292,Bill & Gloria Gaither
37680,Left Spine Down
5031,Bleeding Skies
31004,Alec Empire
21865,In Slumber
22416,Burden Of Grief
7487,Cipher System
22409,Callenish Circle
66768,Fragments Of Unbecoming
32507,Dawn of Tears
94914,Lost Dreams
12681,New Young Pony Club
12734,10
87588,Simphiwe Dana
84491,Sibongile Khumalo
9712,Zeromancer
35733,Deadsy
2602,Machines Of Loving Grace
14104,Sister Machine Gun
7057,MDFMK
3182,Orgy
116638,Marcantonio
29282,1
13914,Yellowman
21154,Diane Schuur
71527,Duncan Millar
33522,Elixir
23944,Fourplay
46343,Khadja Nin
15797,Tomaso Giovanni Albinoni
3292,Sarah Brightman
32269,CÃ©sar Franck
15962,DGM
5237,James LaBrie
27295,Black Comedy
47015,Parabelle
19765,Derek Sherinian
5448,Marvin Gaye
79615,Rachelle Ferrell
31522,Randy Crawford & Joe Sample
88452,Dominici
13885,Vanessa Amorosi
4847,Jason DerÃ¼lo
4966,Dreadzone
54059,Filter & The Crystal Method
700,N.A.S.A.
15831,Sieges Even
25790,Tomorrow's Eve
2946,The Interbeing
73481,Sun Caged
67072,This Ending
28886,Pathosray
56037,Alicia de Larrocha
283,Ahmad Jamal
