item_id:token,app_name:token,popularity_label,interaction_count
160,,1,2448
3124,,1,2448
402,,1,2445
844,,1,2440
2119,,1,2439
2057,,1,2430
586,,1,2430
2444,,1,2429
1021,,1,2414
1707,,1,2411
877,,1,2411
2232,,1,2400
1509,,1,2377
2427,,1,2358
750,,1,2357
1020,,1,2355
2197,,1,2353
1575,,1,2350
1232,,1,2338
138,,1,2322
1607,,1,2318
610,,1,2310
1792,,1,2304
30,,1,2304
2644,,1,2294
1941,,1,2293
681,,1,2289
246,,1,2285
536,,1,2273
1582,,1,2273
1685,,1,2270
2384,,1,2269
696,,1,2268
1252,,1,2254
762,,1,2233
826,,1,2228
497,,1,2221
533,,1,2217
957,,1,2210
2875,,1,2193
1057,,1,2177
141,,1,2177
988,,1,2166
200,,1,2158
3605,,1,2152
790,,1,2145
2508,,1,2135
17,,1,2126
1641,,1,2121
3023,,1,2112
831,,1,2110
967,,1,2110
1138,,1,2107
2292,,1,2106
181,,1,2097
2968,,1,2092
1408,,1,2090
1364,,1,2084
475,,1,2074
390,,1,2072
1415,,1,2071
524,,1,2069
368,,1,2068
1182,,1,2058
1343,,1,2058
2706,,1,2052
861,,1,2051
4085,,1,2042
2392,,1,2039
2971,,1,2027
1672,,1,2027
908,,1,2027
1898,,1,2021
780,,1,2011
951,,1,2010
499,,1,2003
395,,1,2002
1884,,1,2000
1277,,1,1992
1288,,1,1990
1764,,1,1986
1429,,1,1983
701,,1,1971
1735,,1,1968
868,,1,1958
462,,1,1957
166,,1,1955
231,,1,1948
370,,1,1947
2306,,1,1944
1048,,1,1927
328,,1,1924
245,,1,1923
911,,1,1916
3302,,1,1892
2546,,1,1885
2191,,1,1882
645,,1,1876
2167,,1,1860
2107,,1,1848
183,,1,1841
452,,1,1839
1374,,1,1835
2206,,1,1833
1055,,1,1829
1771,,1,1822
2330,,1,1817
54,,1,1815
1297,,1,1813
293,,1,1810
676,,1,1809
1328,,1,1802
615,,1,1800
481,,1,1797
241,,1,1797
1312,,1,1794
1653,,1,1791
2221,,1,1789
995,,1,1787
2055,,1,1778
1006,,1,1773
1817,,1,1772
4005,,1,1772
373,,1,1772
2669,,1,1770
192,,1,1762
1166,,1,1756
253,,1,1747
1254,,1,1741
3394,,1,1739
2607,,1,1730
116,,1,1728
745,,1,1714
2124,,1,1698
2212,,1,1682
833,,1,1681
1386,,1,1675
1236,,1,1657
2312,,1,1656
1333,,1,1655
883,,1,1653
1803,,1,1645
653,,1,1643
72,,1,1639
803,,1,1638
156,,1,1632
952,,1,1628
766,,1,1626
1555,,1,1619
1459,,1,1617
722,,1,1612
2947,,1,1607
2226,,1,1604
3765,,1,1591
689,,1,1590
1295,,1,1589
1189,,1,1585
6311,,1,1585
1105,,1,1580
175,,1,1566
1414,,1,1558
1351,,1,1555
2435,,1,1553
1379,,1,1552
1788,,1,1545
1251,,1,1543
2120,,1,1535
491,,1,1532
1798,,1,1529
938,,1,1512
2406,,1,1507
686,,1,1506
124,,1,1504
320,,1,1502
2423,,1,1496
1494,,1,1495
1184,,1,1495
890,,1,1494
346,,1,1493
924,,1,1493
3967,,1,1490
2598,,1,1487
1074,,1,1487
68,,1,1487
4164,,1,1485
1706,,1,1484
2142,,1,1484
622,,1,1469
1727,,1,1457
535,,1,1456
3196,,1,1445
962,,1,1436
4187,,1,1436
81,,1,1436
2071,,1,1432
1505,,1,1431
3127,,1,1428
2784,,1,1427
619,,1,1426
1538,,1,1423
768,,1,1421
544,,1,1417
1521,,1,1417
2601,,1,1414
1294,,1,1405
51,,1,1405
829,,1,1404
100,,1,1396
3203,,1,1396
3800,,1,1396
70,,1,1388
1567,,1,1375
851,,1,1373
476,,1,1367
1289,,1,1361
1171,,1,1350
698,,1,1348
1645,,1,1333
1004,,1,1332
2918,,1,1330
2551,,1,1329
1752,,1,1324
2832,,1,1321
2070,,1,1316
896,,1,1313
2305,,1,1302
850,,1,1301
520,,1,1300
731,,1,1296
1543,,1,1295
1030,,1,1289
367,,1,1287
121,,1,1286
127,,1,1285
1592,,1,1279
1481,,1,1271
1491,,1,1271
3152,,1,1270
2815,,1,1266
403,,1,1259
1611,,1,1259
103,,1,1255
1319,,1,1253
3083,,1,1253
1285,,1,1253
5904,,1,1253
2553,,1,1251
482,,1,1250
870,,1,1244
969,,1,1244
302,,1,1243
158,,1,1243
641,,1,1243
2238,,1,1242
578,,1,1239
3608,,1,1234
2090,,1,1229
184,,1,1224
671,,1,1222
2178,,1,1220
131,,1,1217
145,,1,1215
1935,,1,1210
1829,,1,1209
1238,,1,1203
1040,,1,1199
567,,1,1195
2502,,1,1193
1877,,1,1191
3365,,1,1190
1190,,1,1189
891,,1,1183
4218,,1,1182
893,,1,1179
4154,,1,1177
134,,1,1177
807,,1,1177
1802,,1,1171
1154,,1,1164
963,,1,1164
4569,,1,1162
817,,1,1160
1175,,1,1155
1889,,1,1153
2900,,1,1153
606,,1,1144
819,,1,1143
1227,,1,1142
424,,1,1142
1473,,1,1142
1936,,1,1141
1089,,1,1139
914,,1,1135
864,,1,1133
77,,1,1130
1891,,1,1129
642,,1,1129
547,,1,1128
866,,1,1127
2901,,1,1125
1772,,1,1122
2272,,1,1120
1717,,1,1120
95,,1,1113
3387,,1,1113
1073,,1,1110
1029,,1,1105
1992,,1,1101
2356,,1,1098
2457,,1,1096
4209,,1,1094
975,,1,1094
1007,,1,1092
1269,,1,1091
2579,,1,1090
2244,,1,1086
1480,,1,1082
626,,1,1081
792,,1,1079
2383,,1,1078
4205,,1,1078
1217,,1,1072
1180,,1,1068
1790,,1,1066
1769,,1,1062
2239,,1,1061
3099,,1,1060
1086,,1,1056
2174,,1,1054
44,,1,1050
1925,,1,1047
2699,,1,1045
155,,1,1043
1122,,1,1039
2590,,1,1037
1742,,1,1036
1298,,1,1035
380,,1,1034
2265,,1,1032
3677,,1,1030
589,,1,1027
4379,,1,1025
872,,1,1025
3147,,1,1023
2046,,1,1022
944,,1,1021
2528,,1,1019
616,,1,1018
1496,,1,1017
1781,,1,1017
220,,1,1017
2603,,1,1014
2088,,1,1012
1750,,1,1011
1487,,1,1011
419,,1,1010
4199,,1,1009
483,,1,1007
4374,,1,1002
1241,,1,1002
3550,,1,1001
1477,,1,998
2847,,1,996
1336,,1,991
4593,,1,989
506,,1,984
2108,,1,983
2042,,1,981
4012,,1,981
249,,1,979
718,,1,979
1385,,1,978
392,,1,975
327,,1,973
699,,1,972
348,,1,971
2795,,1,970
3994,,1,967
1116,,1,966
2559,,1,960
129,,1,960
682,,1,959
2041,,1,950
2639,,1,950
1327,,1,949
715,,1,945
2470,,1,943
1937,,1,941
322,,1,941
1606,,1,941
1362,,1,939
1862,,1,937
618,,1,935
3792,,1,933
3701,,1,930
1131,,1,928
3644,,1,924
2281,,1,924
1926,,1,923
1176,,1,920
2680,,1,920
332,,1,920
857,,1,919
1698,,1,916
1514,,1,914
1636,,1,914
1947,,1,913
1136,,1,911
3191,,1,906
3153,,1,902
2114,,1,901
3826,,1,899
1173,,1,897
2885,,1,897
542,,1,894
678,,1,890
3025,,1,887
2882,,1,886
152,,1,882
4173,,1,881
128,,1,880
2535,,1,879
1192,,1,879
3372,,1,879
2651,,1,879
3928,,1,878
2147,,1,878
3991,,1,876
5005,,1,873
1259,,1,866
2665,,1,864
2436,,1,863
82,,1,861
1765,,1,860
262,,1,855
512,,1,853
1630,,1,853
3277,,1,846
3499,,1,845
1287,,1,843
52,,1,841
6917,,1,841
354,,1,835
1035,,1,834
426,,1,834
943,,1,833
1600,,1,833
484,,1,832
2642,,1,831
1472,,1,829
666,,1,828
1194,,1,827
3325,,1,820
2293,,1,818
4145,,1,817
4058,,1,816
789,,1,816
3349,,1,816
740,,1,816
1923,,1,814
2635,,1,814
2806,,1,811
2102,,1,809
1411,,1,808
4351,,1,806
1700,,1,805
690,,1,803
480,,1,803
862,,1,801
2257,,1,800
43,,1,800
2246,,1,799
2187,,1,797
946,,1,791
2181,,1,790
3505,,1,788
3880,,1,788
4226,,1,788
1551,,1,787
918,,1,785
1841,,1,783
4967,,1,783
644,,1,781
4222,,1,781
3645,,1,780
2740,,1,780
1047,,1,778
4053,,1,776
2315,,1,776
2459,,1,775
2010,,1,775
353,,1,773
800,,1,771
1786,,1,768
2667,,1,767
2165,,1,766
4136,,1,766
340,,1,766
1507,,1,765
2254,,1,765
561,,1,765
929,,1,764
1689,,1,763
597,,1,762
107,,1,762
2526,,1,762
4528,,1,760
1271,,1,759
1982,,1,759
2933,,1,757
999,,1,754
978,,1,754
2732,,1,750
2584,,1,749
1417,,1,749
640,,1,746
2357,,1,745
2085,,1,741
3867,,1,741
474,,1,741
1701,,1,741
958,,1,740
2733,,1,738
5877,,1,738
1135,,1,737
1818,,1,737
3409,,1,737
2867,,1,735
2683,,1,734
3123,,1,733
163,,1,733
3658,,1,732
437,,1,722
60,,1,720
2627,,1,717
732,,1,714
281,,1,714
3842,,1,712
2775,,1,711
548,,1,711
2168,,1,709
552,,1,705
465,,1,705
3485,,1,703
3410,,1,703
930,,1,701
1774,,1,699
3391,,1,698
818,,1,696
4797,,1,696
2921,,1,696
4281,,1,695
1145,,1,694
301,,1,692
1988,,1,692
1042,,1,691
3474,,1,691
317,,1,688
2929,,1,688
1352,,1,687
2061,,1,686
5103,,1,686
5783,,1,685
2567,,1,682
2497,,1,681
596,,1,681
1034,,1,680
1537,,1,680
306,,1,677
439,,1,673
1396,,1,673
1174,,1,672
1546,,1,671
2204,,1,671
2087,,1,668
1654,,1,668
1170,,1,663
587,,1,662
3883,,1,661
1360,,1,661
4412,,1,661
442,,1,658
3913,,1,658
1981,,1,657
1873,,1,656
3843,,1,656
577,,1,655
3684,,1,653
3314,,1,652
1779,,1,652
371,,1,651
4221,,1,651
3623,,1,651
1337,,1,650
728,,1,649
2817,,1,649
7390,,1,645
2886,,1,645
1621,,1,642
776,,1,639
1658,,1,637
1746,,1,637
2231,,1,635
1577,,1,633
1604,,1,633
1223,,1,631
378,,1,631
2837,,1,631
515,,1,630
663,,1,628
404,,1,628
2139,,1,627
953,,1,627
1956,,1,624
1237,,1,624
961,,1,623
1334,,1,622
25,,1,622
2595,,1,622
2482,,1,621
180,,1,619
1096,,1,619
4588,,1,618
41,,1,617
3098,,1,616
3350,,1,615
1673,,1,615
1722,,1,614
3769,,1,613
502,,1,611
2286,,1,609
2207,,1,604
1612,,1,603
144,,1,601
2241,,1,600
514,,1,599
797,,1,598
2657,,1,598
614,,1,598
177,,1,598
1675,,1,596
2225,,1,595
113,,1,593
945,,1,592
3484,,1,592
1879,,1,590
3122,,1,588
1635,,1,587
823,,1,586
733,,1,586
1299,,1,586
4462,,1,585
2898,,1,584
1596,,1,584
781,,1,583
775,,1,582
3933,,1,581
865,,1,581
3184,,1,578
3267,,1,578
94,,1,578
5814,,1,578
1529,,1,577
2566,,1,576
247,,1,576
1025,,1,575
3813,,1,574
1733,,1,574
4638,,1,573
67,,1,573
2791,,1,572
285,,1,571
980,,1,571
1119,,1,571
2524,,1,570
3556,,1,568
842,,1,568
2382,,1,567
1566,,1,567
272,,1,565
1932,,1,565
1183,,1,564
2398,,1,563
1054,,1,562
6938,,1,562
1083,,1,561
1157,,1,561
2454,,1,561
2083,,1,561
815,,1,560
3469,,1,558
5788,,1,558
6256,,1,558
3473,,1,558
4678,,1,557
1949,,1,557
3094,,1,557
683,,1,557
1530,,1,556
532,,1,556
5111,,1,555
677,,1,555
3379,,1,554
1875,,1,554
1532,,1,554
984,,1,554
2822,,1,554
4180,,1,553
2023,,1,553
3495,,1,551
2917,,1,551
5718,,1,550
2826,,1,550
3594,,1,549
791,,1,549
2298,,1,549
3388,,1,548
1391,,1,547
2714,,1,544
2310,,1,543
190,,1,542
2064,,1,539
197,,1,539
263,,1,539
4167,,1,539
2940,,1,539
3143,,1,538
356,,1,538
1013,,1,538
1453,,1,537
1179,,1,537
2344,,1,536
80,,1,535
3260,,1,535
1257,,1,535
83,,1,534
4037,,1,533
982,,1,533
1077,,1,532
4141,,1,532
4734,,1,530
2679,,1,530
662,,1,529
179,,1,527
2674,,1,527
5364,,1,526
1356,,1,526
2608,,1,525
454,,1,523
418,,1,523
1218,,1,522
1646,,1,522
4760,,1,522
1914,,1,521
1178,,1,520
1114,,1,520
3041,,1,520
2000,,1,519
4330,,1,519
708,,1,519
2438,,1,519
3730,,1,517
979,,1,517
4459,,1,517
4615,,1,516
5544,,1,515
1554,,1,513
810,,1,512
4582,,1,511
22,,1,511
2019,,1,510
2359,,1,510
1959,,1,509
1796,,1,507
3301,,1,507
772,,1,506
4129,,1,506
2283,,1,505
1559,,1,505
1585,,1,505
1782,,1,503
1022,,1,502
3072,,1,502
1528,,1,501
2065,,1,500
4631,,1,500
1070,,1,500
1072,,1,498
2788,,1,497
2643,,1,497
1281,,1,496
203,,1,496
2972,,1,495
5376,,1,495
970,,1,493
319,,1,492
3214,,1,492
2199,,1,491
2592,,1,491
4152,,1,491
2478,,1,490
173,,1,489
3945,,1,488
3511,,1,488
3634,,1,487
2854,,1,487
3609,,1,487
2895,,1,486
1448,,1,485
885,,1,485
4339,,1,483
2089,,1,483
1220,,1,479
7360,,1,478
785,,1,476
3475,,1,476
3538,,1,475
2853,,1,475
1148,,1,474
1468,,1,473
251,,1,473
37,,1,473
771,,1,471
3877,,1,471
4881,,1,471
1432,,1,471
2479,,1,470
1186,,1,468
2256,,1,467
4266,,1,466
2250,,1,466
16,,1,466
74,,1,466
1361,,1,466
4029,,1,466
566,,1,465
4852,,1,465
1488,,1,464
383,,1,463
267,,1,463
5971,,1,463
58,,1,462
1921,,1,462
2196,,1,462
4907,,1,462
1511,,1,460
3572,,1,460
2798,,1,460
3459,,1,459
2163,,1,459
3939,,1,459
2324,,1,458
2944,,1,457
365,,1,455
1233,,1,455
3916,,1,453
3181,,1,452
2914,,1,451
1314,,1,451
4060,,1,450
1684,,1,450
5328,,1,448
342,,1,448
307,,1,448
266,,1,447
667,,1,447
2485,,1,447
1431,,1,446
1647,,1,446
1576,,1,445
63,,1,445
1502,,1,443
4590,,1,443
4358,,1,443
3221,,1,442
496,,1,442
1581,,1,442
1951,,1,441
2773,,1,440
1874,,1,439
3144,,1,438
1601,,1,437
724,,1,437
1330,,1,437
4932,,1,437
2290,,1,437
2339,,1,436
2173,,1,436
1346,,1,434
2144,,1,434
538,,1,434
4740,,1,432
3834,,1,432
774,,1,432
1619,,1,431
204,,1,431
3998,,1,430
2689,,1,429
4674,,1,428
841,,1,428
3121,,1,426
3975,,1,426
1167,,1,426
3328,,1,423
3226,,1,422
3084,,1,421
1957,,1,421
935,,1,421
812,,1,420
1593,,1,419
1589,,1,418
2131,,1,418
1426,,1,418
598,,1,417
2835,,1,416
782,,1,416
2013,,1,416
5313,,1,415
1866,,1,415
1734,,1,414
1968,,1,413
4985,,1,413
4429,,1,411
2827,,1,411
1149,,1,410
956,,1,410
879,,1,410
5383,,1,410
2805,,1,409
255,,1,409
3298,,1,409
4707,,1,408
1419,,1,407
2664,,1,407
1205,,1,407
719,,1,406
1388,,1,406
3362,,1,405
659,,1,404
2040,,1,404
2399,,1,404
2428,,1,404
4270,,1,403
2405,,1,403
917,,1,403
1638,,1,403
4057,,1,402
1971,,1,402
4267,,1,401
714,,1,401
1591,,1,400
4316,,1,400
1664,,1,398
3201,,1,398
4305,,1,398
1428,,1,397
3579,,1,397
1099,,1,396
3261,,1,396
5263,,1,396
814,,1,396
605,,1,396
1917,,1,396
4170,,1,395
1384,,1,395
1615,,1,395
954,,1,394
4605,,1,393
3211,,1,393
3198,,1,393
5632,,1,392
3251,,1,392
1562,,1,392
4713,,1,392
3065,,1,391
2545,,1,390
3406,,1,390
1697,,1,389
2217,,1,389
1946,,1,388
1709,,1,388
672,,1,388
3082,,1,387
4025,,1,387
3320,,1,387
3778,,1,387
1939,,1,387
1245,,1,386
694,,1,386
6571,,1,386
237,,1,386
2193,,1,385
4891,,1,383
2267,,1,383
3060,,1,383
3046,,1,382
150,,1,382
1825,,1,382
5503,,1,382
1814,,1,381
1805,,1,381
897,,1,381
5170,,1,381
1455,,1,381
3390,,1,380
1466,,1,379
3633,,1,379
4610,,1,379
3850,,1,379
937,,1,378
563,,1,378
1975,,1,377
2372,,1,377
3089,,1,376
1687,,1,376
3102,,1,375
1358,,1,375
4594,,1,375
4753,,1,375
2711,,1,375
1061,,1,374
901,,1,374
1849,,1,374
7807,,1,374
1661,,1,373
8086,,1,373
4895,,1,373
2906,,1,373
1962,,1,373
2891,,1,372
6383,,1,372
5730,,1,372
2896,,1,371
2354,,1,370
3395,,1,370
2913,,1,369
167,,1,368
1565,,1,368
1929,,1,367
2143,,1,367
2157,,1,367
1676,,1,366
3068,,1,365
2916,,1,365
601,,1,365
295,,1,365
3167,,1,364
2358,,1,363
414,,1,363
2936,,1,363
1446,,1,362
4214,,1,362
3008,,1,361
4983,,1,359
2624,,1,359
3071,,1,359
5346,,1,359
1561,,1,358
4672,,1,358
3576,,1,358
3399,,1,358
3759,,1,357
384,,1,357
4397,,1,357
1912,,1,357
6079,,1,356
2201,,1,356
4813,,1,355
1594,,1,355
1965,,1,354
3074,,1,354
1850,,1,353
3035,,1,353
2130,,1,352
4480,,1,352
4905,,1,351
652,,1,351
5106,,1,351
1413,,1,350
4704,,1,350
902,,1,348
2224,,1,348
3318,,1,347
816,,1,347
1005,,1,347
142,,1,347
4505,,1,346
4220,,1,346
4224,,1,345
5560,,1,345
2531,,1,344
4384,,1,344
4425,,1,343
2707,,1,343
5634,,1,341
386,,1,341
3882,,1,341
4215,,1,340
415,,1,339
2289,,1,339
2676,,1,339
234,,1,338
5665,,1,337
2410,,1,336
4812,,1,336
4156,,1,336
1995,,1,336
1151,,1,335
654,,1,335
2622,,1,335
4068,,1,335
3598,,1,334
1892,,1,334
1395,,1,334
1780,,1,333
4148,,1,333
2347,,1,333
691,,1,333
1369,,1,332
349,,1,332
5865,,1,332
913,,1,332
1778,,1,331
607,,1,331
5100,,1,330
1886,,1,330
1639,,1,329
1098,,1,329
4066,,1,329
4949,,1,329
2602,,1,328
3742,,1,328
3824,,1,328
1403,,1,327
660,,1,327
350,,1,327
1321,,1,326
1132,,1,326
1632,,1,324
428,,1,324
5329,,1,323
933,,1,323
4840,,1,323
361,,1,321
5238,,1,321
5545,,1,320
2481,,1,320
2694,,1,319
3563,,1,319
912,,1,319
2062,,1,318
5065,,1,318
875,,1,317
2532,,1,317
3972,,1,317
2296,,1,317
1789,,1,317
876,,1,317
387,,1,316
5241,,1,316
4114,,1,316
2018,,1,316
5405,,1,315
201,,1,314
2052,,1,314
2121,,1,314
1680,,1,314
2282,,1,313
2573,,1,313
545,,1,312
2391,,1,312
2534,,1,311
3075,,1,311
899,,1,311
1598,,1,310
2787,,1,310
2145,,1,310
549,,1,309
3295,,1,309
4184,,1,309
4149,,1,308
3686,,1,308
2029,,1,307
2186,,1,307
3578,,1,307
3756,,1,306
5098,,1,306
2527,,1,305
4456,,1,305
1867,,1,304
3429,,1,304
5722,,1,304
3016,,1,304
518,,1,303
1313,,1,303
1464,,1,303
1725,,1,303
363,,1,303
4630,,1,302
4728,,1,302
825,,1,301
2640,,1,301
1082,,1,300
1961,,1,299
987,,1,299
4862,,1,299
2964,,1,298
4686,,1,297
5021,,1,296
99,,1,296
3604,,1,296
3284,,1,294
352,,1,294
2846,,1,293
1671,,1,293
3001,,1,293
3128,,1,293
2625,,1,293
3497,,1,293
7181,,1,293
1234,,1,292
2233,,1,292
3348,,1,291
8545,,1,290
1741,,1,290
5053,,1,290
2338,,1,290
4521,,1,289
1486,,1,289
2547,,1,288
3463,,1,288
1400,,1,288
3641,,1,288
2078,,1,286
4061,,1,286
4625,,1,286
1655,,1,285
5188,,1,285
5416,,1,285
1815,,1,285
706,,1,285
2549,,1,285
1430,,1,285
5008,,1,285
5660,,1,285
2682,,1,285
1797,,1,284
8827,,1,284
5102,,1,283
723,,1,283
1274,,1,283
4052,,1,282
4273,,1,281
449,,1,281
2033,,1,281
3696,,1,281
1164,,1,281
5978,,1,281
4208,,1,281
4432,,1,280
830,,1,280
4115,,1,280
258,,1,280
1963,,1,280
7879,,1,280
1009,,1,279
3268,,1,279
1264,,1,279
4883,,1,279
5624,,1,279
4897,,1,278
2446,,1,277
5304,,1,277
3614,,1,277
4023,,1,277
1631,,1,276
5294,,1,276
3891,,1,275
2564,,1,275
238,,1,275
5968,,1,275
1425,,1,274
1031,,1,274
4472,,1,274
3364,,1,274
406,,1,273
4142,,1,273
1027,,1,272
3788,,1,272
2915,,1,272
3688,,1,272
1469,,1,271
2012,,1,270
1076,,1,270
3502,,1,270
2751,,1,269
4572,,1,269
5752,,1,269
736,,1,269
139,,1,267
5688,,1,267
114,,1,267
1449,,1,267
1339,,1,267
2488,,1,266
1795,,1,266
4507,,1,266
764,,1,266
5186,,1,266
2126,,1,266
3731,,1,266
2605,,1,265
5115,,1,265
925,,1,265
3110,,1,265
104,,1,264
3368,,1,264
2993,,1,264
2466,,1,263
3827,,1,263
1392,,1,263
6470,,1,262
3161,,1,262
617,,1,262
1354,,1,262
5099,,1,261
1108,,1,261
6445,,1,261
5058,,1,261
1263,,1,260
2190,,1,260
4017,,1,260
717,,1,260
4094,,1,260
1793,,1,258
3968,,1,258
4941,,1,258
2184,,1,258
4503,,1,258
3582,,1,257
5703,,1,257
2659,,1,257
1424,,1,257
8339,,1,256
1322,,1,256
6924,,1,256
2294,,1,255
3873,,1,255
3309,,1,254
3905,,1,253
6374,,1,253
2426,,1,252
6873,,1,252
6087,,1,252
2171,,1,252
4488,,1,252
6566,,1,251
3292,,1,251
2422,,1,251
2200,,1,251
1002,,1,250
3052,,1,250
1922,,1,250
927,,1,250
2529,,1,249
3500,,1,249
4044,,1,249
783,,1,248
5423,,1,248
4723,,1,247
1436,,1,246
1908,,1,246
5426,,1,245
4833,,1,245
400,,1,245
2712,,1,245
381,,1,245
1063,,1,245
2977,,1,245
1871,,1,245
3996,,1,244
5026,,1,244
1773,,1,244
1056,,1,244
4396,,1,243
1465,,1,243
2385,,1,243
2755,,1,243
4761,,1,243
4846,,1,242
5710,,1,242
2744,,1,241
4177,,1,241
3232,,1,241
1989,,1,241
3252,,1,241
4322,,1,241
2741,,1,241
1091,,1,240
3520,,1,240
760,,1,240
3322,,1,240
1768,,1,240
2697,,1,239
1775,,1,239
3358,,1,239
3973,,1,239
4239,,1,239
3651,,1,239
5614,,1,239
92,,1,238
6258,,1,238
1703,,1,238
1527,,1,238
3948,,1,238
4736,,1,238
4687,,1,238
3979,,1,238
2076,,1,238
1383,,1,236
455,,1,236
5789,,1,235
2646,,1,235
3912,,1,235
3064,,1,235
2922,,1,234
4621,,1,234
737,,1,234
8785,,1,234
2633,,1,233
779,,1,233
2880,,1,233
3227,,1,233
5573,,1,233
1308,,1,232
8123,,1,232
1050,,1,232
417,,1,232
5999,,1,232
4762,,1,231
1377,,1,231
3400,,1,231
1858,,1,231
6630,,1,230
3919,,1,230
3080,,1,230
3077,,1,230
39,,1,230
5206,,1,230
1309,,1,230
5491,,1,230
2504,,1,230
1882,,1,229
1434,,1,229
2058,,1,229
2561,,1,229
4928,,1,229
2464,,1,229
122,,1,229
4889,,1,228
3949,,1,228
4597,,1,228
2618,,1,227
2830,,1,227
3622,,1,227
5496,,1,226
3053,,1,226
106,,1,226
118,,1,226
2404,,1,225
3726,,1,225
6384,,1,225
2274,,1,225
3510,,1,225
2195,,1,225
2756,,1,225
2745,,1,225
3103,,1,225
3529,,1,225
3960,,1,225
429,,1,224
5116,,1,224
2939,,1,224
