item_id:token,name:token,url:token,picture_url:token,interaction_count,pop_score,popularity_label
148,Jennifer Lopez,http://www.last.fm/music/Jennifer+Lopez,http://userserve-ak.last.fm/serve/252/49596953.png,116,0.0019269102990033223,0
206,New Order,http://www.last.fm/music/New+Order,http://userserve-ak.last.fm/serve/252/6650979.jpg,116,0.0019269102990033223,0
727,P!nk,http://www.last.fm/music/P%21nk,http://userserve-ak.last.fm/serve/252/56011579.png,116,0.0019269102990033223,0
520,Guns N' Roses,http://www.last.fm/music/Guns+N%27+Roses,http://userserve-ak.last.fm/serve/252/3223900.jpg,115,0.0019102990033222592,0
717,Janet Jackson,http://www.last.fm/music/Janet+Jackson,http://userserve-ak.last.fm/serve/252/4245358.jpg,115,0.0019102990033222592,0
179,The Pussycat Dolls,http://www.last.fm/music/The+Pussycat+Dolls,http://userserve-ak.last.fm/serve/252/31329805.png,114,0.001893687707641196,0
14,Moby,http://www.last.fm/music/Moby,http://userserve-ak.last.fm/serve/252/130045.jpg,113,0.001877076411960133,0
709,The Strokes,http://www.last.fm/music/The+Strokes,http://userserve-ak.last.fm/serve/252/850741.jpg,111,0.0018438538205980065,0
426,The Human League,http://www.last.fm/music/The+Human+League,http://userserve-ak.last.fm/serve/252/51970289.png,110,0.0018272425249169434,0
374,The Doors,http://www.last.fm/music/The+Doors,http://userserve-ak.last.fm/serve/252/3871341.jpg,109,0.0018106312292358803,0
147,Ashlee Simpson,http://www.last.fm/music/Ashlee+Simpson,http://userserve-ak.last.fm/serve/252/33543587.png,108,0.0017940199335548172,0
325,Megadeth,http://www.last.fm/music/Megadeth,http://userserve-ak.last.fm/serve/252/8129787.jpg,105,0.0017441860465116279,0
1159,Regina Spektor,http://www.last.fm/music/Regina+Spektor,http://userserve-ak.last.fm/serve/252/35972861.png,105,0.0017441860465116279,0
388,The Rolling Stones,http://www.last.fm/music/The+Rolling+Stones,http://userserve-ak.last.fm/serve/252/321677.jpg,103,0.0017109634551495017,0
745,Simple Plan,http://www.last.fm/music/Simple+Plan,http://userserve-ak.last.fm/serve/252/61544537.png,102,0.0016943521594684386,0
351,Massive Attack,http://www.last.fm/music/Massive+Attack,http://userserve-ak.last.fm/serve/252/41438057.jpg,101,0.0016777408637873754,0
384,Bob Dylan,http://www.last.fm/music/Bob+Dylan,http://userserve-ak.last.fm/serve/252/13979651.jpg,100,0.0016611295681063123,0
287,Nelly Furtado,http://www.last.fm/music/Nelly+Furtado,http://userserve-ak.last.fm/serve/252/327744.jpg,98,0.0016279069767441861,0
387,AC/DC,http://www.last.fm/music/AC%252FDC,http://userserve-ak.last.fm/serve/252/35683175.jpg,97,0.001611295681063123,0
322,Franz Ferdinand,http://www.last.fm/music/Franz+Ferdinand,http://userserve-ak.last.fm/serve/252/172456.jpg,97,0.001611295681063123,0
371,Portishead,http://www.last.fm/music/Portishead,http://userserve-ak.last.fm/serve/252/11272935.jpg,97,0.001611295681063123,0
586,My Chemical Romance,http://www.last.fm/music/My+Chemical+Romance,http://userserve-ak.last.fm/serve/252/411086.jpg,97,0.001611295681063123,0
1295,Alanis Morissette,http://www.last.fm/music/Alanis+Morissette,http://userserve-ak.last.fm/serve/252/6797661.jpg,97,0.001611295681063123,0
528,KISS,http://www.last.fm/music/KISS,http://userserve-ak.last.fm/serve/252/45524723.png,97,0.001611295681063123,0
424,Simple Minds,http://www.last.fm/music/Simple+Minds,http://userserve-ak.last.fm/serve/252/28670399.png,96,0.0015946843853820599,0
203,The Pretty Reckless,http://www.last.fm/music/The+Pretty+Reckless,http://userserve-ak.last.fm/serve/252/51058255.png,96,0.0015946843853820599,0
76,Green Day,http://www.last.fm/music/Green+Day,http://userserve-ak.last.fm/serve/252/15291249.jpg,95,0.0015780730897009968,0
201,Glee Cast,http://www.last.fm/music/Glee+Cast,http://userserve-ak.last.fm/serve/252/44433851.png,94,0.0015614617940199335,0
192,Nightwish,http://www.last.fm/music/Nightwish,http://userserve-ak.last.fm/serve/252/2124668.jpg,93,0.0015448504983388703,0
354,Judas Priest,http://www.last.fm/music/Judas+Priest,http://userserve-ak.last.fm/serve/252/14113561.jpg,93,0.0015448504983388703,0
526,Avenged Sevenfold,http://www.last.fm/music/Avenged+Sevenfold,http://userserve-ak.last.fm/serve/252/4611014.jpg,92,0.0015282392026578072,0
283,3OH!3,http://www.last.fm/music/3OH%213,http://userserve-ak.last.fm/serve/252/46792355.png,92,0.0015282392026578072,0
572,Foo Fighters,http://www.last.fm/music/Foo+Fighters,http://userserve-ak.last.fm/serve/252/59495563.jpg,89,0.001478405315614618,0
383,Blur,http://www.last.fm/music/Blur,http://userserve-ak.last.fm/serve/252/269394.jpg,88,0.0014617940199335548,0
1058,Goldfrapp,http://www.last.fm/music/Goldfrapp,http://userserve-ak.last.fm/serve/252/36460899.png,88,0.0014617940199335548,0
773,Alicia Keys,http://www.last.fm/music/Alicia+Keys,http://userserve-ak.last.fm/serve/252/40295231.jpg,88,0.0014617940199335548,0
175,Leona Lewis,http://www.last.fm/music/Leona+Lewis,http://userserve-ak.last.fm/serve/252/45104681.png,87,0.0014451827242524917,0
326,Rammstein,http://www.last.fm/music/Rammstein,http://userserve-ak.last.fm/serve/252/34137905.jpg,87,0.0014451827242524917,0
304,CÃ©line Dion,http://www.last.fm/music/C%C3%A9line+Dion,http://userserve-ak.last.fm/serve/252/47543179.png,86,0.0014285714285714286,0
279,AnahÃ­,http://www.last.fm/music/Anah%C3%AD,http://userserve-ak.last.fm/serve/252/62207259.png,84,0.0013953488372093023,0
488,Sarah Brightman,http://www.last.fm/music/Sarah+Brightman,http://userserve-ak.last.fm/serve/252/49885835.png,84,0.0013953488372093023,0
1211,Florence + the Machine,http://www.last.fm/music/Florence%2B%252B%2Bthe%2BMachine,http://userserve-ak.last.fm/serve/252/32428857.png,84,0.0013953488372093023,0
731,The Ting Tings,http://www.last.fm/music/The+Ting+Tings,http://userserve-ak.last.fm/serve/252/39614369.jpg,83,0.0013787375415282392,0
524,Black Sabbath,http://www.last.fm/music/Black+Sabbath,http://userserve-ak.last.fm/serve/252/27904353.jpg,83,0.0013787375415282392,0
1240,Kerli,http://www.last.fm/music/Kerli,http://userserve-ak.last.fm/serve/252/50824853.png,83,0.0013787375415282392,0
292,Fall Out Boy,http://www.last.fm/music/Fall+Out+Boy,http://userserve-ak.last.fm/serve/252/20181975.jpg,81,0.001345514950166113,0
734,Lifehouse,http://www.last.fm/music/Lifehouse,http://userserve-ak.last.fm/serve/252/383508.jpg,81,0.001345514950166113,0
397,MÃ¶tley CrÃ¼e,http://www.last.fm/music/M%C3%B6tley+Cr%C3%BCe,http://userserve-ak.last.fm/serve/252/5056350.jpg,81,0.001345514950166113,0
644,The Kooks,http://www.last.fm/music/The+Kooks,http://userserve-ak.last.fm/serve/252/38139321.png,80,0.00132890365448505,0
69,Death Cab for Cutie,http://www.last.fm/music/Death+Cab+for+Cutie,http://userserve-ak.last.fm/serve/252/60010487.jpg,80,0.00132890365448505,0
547,Maroon 5,http://www.last.fm/music/Maroon+5,http://userserve-ak.last.fm/serve/252/364476.jpg,80,0.00132890365448505,0
300,Carrie Underwood,http://www.last.fm/music/Carrie+Underwood,http://userserve-ak.last.fm/serve/252/90031.jpg,78,0.0012956810631229237,0
588,blink-182,http://www.last.fm/music/blink-182,http://userserve-ak.last.fm/serve/252/28749561.jpg,78,0.0012956810631229237,0
804,Kanye West,http://www.last.fm/music/Kanye+West,http://userserve-ak.last.fm/serve/252/8942513.jpg,77,0.0012790697674418604,0
780,MylÃ¨ne Farmer,http://www.last.fm/music/Myl%C3%A8ne+Farmer,http://userserve-ak.last.fm/serve/252/48318645.png,76,0.0012624584717607973,0
543,Garbage,http://www.last.fm/music/Garbage,http://userserve-ak.last.fm/serve/252/143186.jpg,76,0.0012624584717607973,0
512,System of a Down,http://www.last.fm/music/System+of+a+Down,http://userserve-ak.last.fm/serve/252/363017.jpg,76,0.0012624584717607973,0
746,Panic! At the Disco,http://www.last.fm/music/Panic%21+At+the+Disco,http://userserve-ak.last.fm/serve/252/57784561.png,75,0.0012458471760797341,0
364,Dave Gahan,http://www.last.fm/music/Dave+Gahan,http://userserve-ak.last.fm/serve/252/11346493.jpg,75,0.0012458471760797341,0
900,The White Stripes,http://www.last.fm/music/The+White+Stripes,http://userserve-ak.last.fm/serve/252/27279811.jpg,75,0.0012458471760797341,0
640,åç°ä¾æª,http://www.last.fm/music/%E5%80%96%E7%94%B0%E4%BE%86%E6%9C%AA,http://userserve-ak.last.fm/serve/252/61380751.png,75,0.0012458471760797341,0
835,The Smashing Pumpkins,http://www.last.fm/music/The+Smashing+Pumpkins,http://userserve-ak.last.fm/serve/252/887234.jpg,75,0.0012458471760797341,0
518,Slipknot,http://www.last.fm/music/Slipknot,http://userserve-ak.last.fm/serve/252/30547413.jpg,73,0.001212624584717608,0
386,The Who,http://www.last.fm/music/The+Who,http://userserve-ak.last.fm/serve/252/361952.jpg,73,0.001212624584717608,0
291,Gwen Stefani,http://www.last.fm/music/Gwen+Stefani,http://userserve-ak.last.fm/serve/252/8516439.jpg,72,0.0011960132890365448,0
429,Ultravox,http://www.last.fm/music/Ultravox,http://userserve-ak.last.fm/serve/252/48817001.jpg,71,0.0011794019933554817,0
198,Pearl Jam,http://www.last.fm/music/Pearl+Jam,http://userserve-ak.last.fm/serve/252/3019178.jpg,71,0.0011794019933554817,0
343,Aly & AJ,http://www.last.fm/music/Aly%2B%2526%2BAJ,http://userserve-ak.last.fm/serve/252/41591741.png,70,0.0011627906976744186,0
375,Martin L. Gore,http://www.last.fm/music/Martin+L.+Gore,http://userserve-ak.last.fm/serve/252/28063839.jpg,70,0.0011627906976744186,0
213,Ladytron,http://www.last.fm/music/Ladytron,http://userserve-ak.last.fm/serve/252/15387769.jpg,70,0.0011627906976744186,0
207,Crystal Castles,http://www.last.fm/music/Crystal+Castles,http://userserve-ak.last.fm/serve/252/55303001.png,70,0.0011627906976744186,0
184,Girls Aloud,http://www.last.fm/music/Girls+Aloud,http://userserve-ak.last.fm/serve/252/46994061.png,70,0.0011627906976744186,0
240,Tool,http://www.last.fm/music/Tool,http://userserve-ak.last.fm/serve/252/37854845.jpg,69,0.0011461794019933555,0
108,In Flames,http://www.last.fm/music/In+Flames,http://userserve-ak.last.fm/serve/252/12732413.jpg,69,0.0011461794019933555,0
298,Vanessa Hudgens,http://www.last.fm/music/Vanessa+Hudgens,http://userserve-ak.last.fm/serve/252/57822071.png,69,0.0011461794019933555,0
205,Daft Punk,http://www.last.fm/music/Daft+Punk,http://userserve-ak.last.fm/serve/252/10923145.png,69,0.0011461794019933555,0
120,Within Temptation,http://www.last.fm/music/Within+Temptation,http://userserve-ak.last.fm/serve/252/45507049.png,69,0.0011461794019933555,0
403,Def Leppard,http://www.last.fm/music/Def+Leppard,http://userserve-ak.last.fm/serve/252/4889361.jpg,68,0.0011295681063122924,0
78,Backstreet Boys,http://www.last.fm/music/Backstreet+Boys,http://userserve-ak.last.fm/serve/252/35322101.png,68,0.0011295681063122924,0
593,McFly,http://www.last.fm/music/McFly,http://userserve-ak.last.fm/serve/252/48303969.png,68,0.0011295681063122924,0
293,The Veronicas,http://www.last.fm/music/The+Veronicas,http://userserve-ak.last.fm/serve/252/31471795.png,68,0.0011295681063122924,0
1033,Jay-Z,http://www.last.fm/music/Jay-Z,http://userserve-ak.last.fm/serve/252/3733348.jpg,68,0.0011295681063122924,0
85,OneRepublic,http://www.last.fm/music/OneRepublic,http://userserve-ak.last.fm/serve/252/38037651.png,68,0.0011295681063122924,0
349,Marilyn Manson,http://www.last.fm/music/Marilyn+Manson,http://userserve-ak.last.fm/serve/252/2558217.jpg,67,0.0011129568106312293,0
1019,Nas,http://www.last.fm/music/Nas,http://userserve-ak.last.fm/serve/252/46358275.png,67,0.0011129568106312293,0
685,Bon Jovi,http://www.last.fm/music/Bon+Jovi,http://userserve-ak.last.fm/serve/252/38024753.png,67,0.0011129568106312293,0
1151,Los Hermanos,http://www.last.fm/music/Los+Hermanos,http://userserve-ak.last.fm/serve/252/22264369.jpg,67,0.0011129568106312293,0
813,Jimi Hendrix,http://www.last.fm/music/Jimi+Hendrix,http://userserve-ak.last.fm/serve/252/33491117.png,66,0.0010963455149501661,0
772,Sugababes,http://www.last.fm/music/Sugababes,http://userserve-ak.last.fm/serve/252/12353825.jpg,66,0.0010963455149501661,0
963,The Beach Boys,http://www.last.fm/music/The+Beach+Boys,http://userserve-ak.last.fm/serve/252/4331301.jpg,66,0.0010963455149501661,0
178,Justin Timberlake,http://www.last.fm/music/Justin+Timberlake,http://userserve-ak.last.fm/serve/252/10351161.png,65,0.001079734219269103,0
1121,å®å®¤å¥ç¾æµ,http://www.last.fm/music/%E5%AE%89%E5%AE%A4%E5%A5%88%E7%BE%8E%E6%81%B5,http://userserve-ak.last.fm/serve/252/34917839.png,65,0.001079734219269103,0
833,IAMX,http://www.last.fm/music/IAMX,http://userserve-ak.last.fm/serve/252/45977931.png,65,0.001079734219269103,0
67,Arcade Fire,http://www.last.fm/music/Arcade+Fire,http://userserve-ak.last.fm/serve/252/18697365.jpg,64,0.00106312292358804,0
433,Kraftwerk,http://www.last.fm/music/Kraftwerk,http://userserve-ak.last.fm/serve/252/6762015.jpg,64,0.00106312292358804,0
771,Brandy,http://www.last.fm/music/Brandy,http://userserve-ak.last.fm/serve/252/61865299.png,64,0.00106312292358804,0
390,Alice in Chains,http://www.last.fm/music/Alice+in+Chains,http://userserve-ak.last.fm/serve/252/3373415.jpg,63,0.0010465116279069768,0
587,Queens of the Stone Age,http://www.last.fm/music/Queens+of+the+Stone+Age,http://userserve-ak.last.fm/serve/252/270457.jpg,62,0.0010299003322259137,0
711,Patrick Wolf,http://www.last.fm/music/Patrick+Wolf,http://userserve-ak.last.fm/serve/252/34767029.png,62,0.0010299003322259137,0
13,RÃ¶yksopp,http://www.last.fm/music/R%C3%B6yksopp,http://userserve-ak.last.fm/serve/252/10953763.jpg,61,0.0010132890365448506,0
35,Opeth,http://www.last.fm/music/Opeth,http://userserve-ak.last.fm/serve/252/45325391.png,61,0.0010132890365448506,0
80,Justin Bieber,http://www.last.fm/music/Justin+Bieber,http://userserve-ak.last.fm/serve/252/61499269.png,61,0.0010132890365448506,0
41,Tom Waits,http://www.last.fm/music/Tom+Waits,http://userserve-ak.last.fm/serve/252/207221.jpg,61,0.0010132890365448506,0
500,Adam Lambert,http://www.last.fm/music/Adam+Lambert,http://userserve-ak.last.fm/serve/252/56430315.png,60,0.0009966777408637873,0
730,Good Charlotte,http://www.last.fm/music/Good+Charlotte,http://userserve-ak.last.fm/serve/252/55721971.jpg,60,0.0009966777408637873,0
313,Timbaland,http://www.last.fm/music/Timbaland,http://userserve-ak.last.fm/serve/252/40255265.png,60,0.0009966777408637873,0
119,Korn,http://www.last.fm/music/Korn,http://userserve-ak.last.fm/serve/252/30098555.jpg,60,0.0009966777408637873,0
960,R.E.M.,http://www.last.fm/music/R.E.M.,http://userserve-ak.last.fm/serve/252/2227819.jpg,60,0.0009966777408637873,0
389,Slayer,http://www.last.fm/music/Slayer,http://userserve-ak.last.fm/serve/252/10447745.jpg,60,0.0009966777408637873,0
517,Nickelback,http://www.last.fm/music/Nickelback,http://userserve-ak.last.fm/serve/252/26385063.jpg,59,0.0009800664451827242,0
427,Orchestral Manoeuvres in the Dark,http://www.last.fm/music/Orchestral+Manoeuvres+in+the+Dark,http://userserve-ak.last.fm/serve/252/33943699.png,58,0.0009634551495016612,0
1028,Owl City,http://www.last.fm/music/Owl+City,http://userserve-ak.last.fm/serve/252/41332441.png,58,0.0009634551495016612,0
712,Siouxsie and the Banshees,http://www.last.fm/music/Siouxsie+and+the+Banshees,http://userserve-ak.last.fm/serve/252/38327577.jpg,58,0.0009634551495016612,0
1716,Boards of Canada,http://www.last.fm/music/Boards+of+Canada,http://userserve-ak.last.fm/serve/252/37989495.png,58,0.0009634551495016612,0
678,The Prodigy,http://www.last.fm/music/The+Prodigy,http://userserve-ak.last.fm/serve/252/24606465.jpg,57,0.000946843853820598,0
314,Destiny's Child,http://www.last.fm/music/Destiny%27s+Child,http://userserve-ak.last.fm/serve/252/43232019.png,57,0.000946843853820598,0
169,The Velvet Underground,http://www.last.fm/music/The+Velvet+Underground,http://userserve-ak.last.fm/serve/252/281077.jpg,57,0.000946843853820598,0
434,The Police,http://www.last.fm/music/The+Police,http://userserve-ak.last.fm/serve/252/44289.jpg,57,0.000946843853820598,0
231,Yann Tiersen,http://www.last.fm/music/Yann+Tiersen,http://userserve-ak.last.fm/serve/252/21942063.jpg,57,0.000946843853820598,0
902,Weezer,http://www.last.fm/music/Weezer,http://userserve-ak.last.fm/serve/252/6341969.jpg,57,0.000946843853820598,0
707,Interpol,http://www.last.fm/music/Interpol,http://userserve-ak.last.fm/serve/252/50656.jpg,56,0.0009302325581395349,0
763,Deep Purple,http://www.last.fm/music/Deep+Purple,http://userserve-ak.last.fm/serve/252/7541951.jpg,56,0.0009302325581395349,0
1027,Chris Brown,http://www.last.fm/music/Chris+Brown,http://userserve-ak.last.fm/serve/252/60726327.png,55,0.0009136212624584717,0
619,Yeah Yeah Yeahs,http://www.last.fm/music/Yeah+Yeah+Yeahs,http://userserve-ak.last.fm/serve/252/927.jpg,55,0.0009136212624584717,0
199,Tori Amos,http://www.last.fm/music/Tori+Amos,http://userserve-ak.last.fm/serve/252/55672671.png,55,0.0009136212624584717,0
986,BoA,http://www.last.fm/music/BoA,http://userserve-ak.last.fm/serve/252/11641669.jpg,55,0.0009136212624584717,0
530,Aerosmith,http://www.last.fm/music/Aerosmith,http://userserve-ak.last.fm/serve/252/300793.jpg,55,0.0009136212624584717,0
149,Jessica Simpson,http://www.last.fm/music/Jessica+Simpson,http://userserve-ak.last.fm/serve/252/44836897.png,55,0.0009136212624584717,0
421,INXS,http://www.last.fm/music/INXS,http://userserve-ak.last.fm/serve/252/26433237.jpg,55,0.0009136212624584717,0
472,Ozzy Osbourne,http://www.last.fm/music/Ozzy+Osbourne,http://userserve-ak.last.fm/serve/252/91580.jpg,54,0.0008970099667774086,0
1393,Kellplanet,http://www.last.fm/music/Kellplanet,http://userserve-ak.last.fm/serve/252/4464359.jpg,54,0.0008970099667774086,0
173,Robbie Williams,http://www.last.fm/music/Robbie+Williams,http://userserve-ak.last.fm/serve/252/35492555.png,54,0.0008970099667774086,0
1160,Cansei de Ser Sexy,http://www.last.fm/music/Cansei+de+Ser+Sexy,http://userserve-ak.last.fm/serve/252/207113.png,54,0.0008970099667774086,0
430,Erasure,http://www.last.fm/music/Erasure,http://userserve-ak.last.fm/serve/252/3313311.jpg,54,0.0008970099667774086,0
490,Aphex Twin,http://www.last.fm/music/Aphex+Twin,http://userserve-ak.last.fm/serve/252/43221327.jpg,54,0.0008970099667774086,0
585,Bonobo,http://www.last.fm/music/Bonobo,http://userserve-ak.last.fm/serve/252/53939783.png,54,0.0008970099667774086,0
1155,Cat Power,http://www.last.fm/music/Cat+Power,http://userserve-ak.last.fm/serve/252/5447190.jpg,54,0.0008970099667774086,0
150,Lindsay Lohan,http://www.last.fm/music/Lindsay+Lohan,http://userserve-ak.last.fm/serve/252/49266505.png,54,0.0008970099667774086,0
295,Selena Gomez & the Scene,http://www.last.fm/music/Selena%2BGomez%2B%2526%2Bthe%2BScene,http://userserve-ak.last.fm/serve/252/51703695.png,54,0.0008970099667774086,0
315,Phoenix,http://www.last.fm/music/Phoenix,http://userserve-ak.last.fm/serve/252/39632783.png,54,0.0008970099667774086,0
779,Robyn,http://www.last.fm/music/Robyn,http://userserve-ak.last.fm/serve/252/53752943.png,53,0.0008803986710963455,0
1702,Vampire Weekend,http://www.last.fm/music/Vampire+Weekend,http://userserve-ak.last.fm/serve/252/4498420.jpg,53,0.0008803986710963455,0
