,mean,std
119,-0.43400213,0.52351755
120,-1.2992277,0.49621597
121,-1.1297758,0.5904933
122,-1.6384416,0.5816975
123,-1.2005095,0.48644188
124,-1.7106711,0.62360245
125,-2.1625826,0.45904455
126,-1.0242939,0.6541611
127,-0.5215641,0.5909893
128,-0.43373102,0.6477301
129,-1.5078269,0.41748843
130,-0.21459743,0.45920834
131,-2.342417,0.45284784
132,-1.5199349,0.5859863
133,-1.1425619,0.7121368
134,-0.87768257,0.32106966
135,-1.4074996,0.6221623
136,-1.5381746,0.61191285
137,-0.6606406,0.44691944
138,-1.6653069,0.5631272
139,-1.0688254,0.7172846
140,-1.1156921,0.4586948
141,-0.11334911,0.5501962
142,-1.1068814,0.5620314
143,-2.2380269,0.6747189
144,-1.0079007,0.48963955
145,-2.1020868,0.51046336
146,-0.986078,0.51708347
147,-2.1019995,0.4743485
148,-1.3621117,0.5256731
149,-0.7671125,0.38853166
150,-2.0296767,0.74192226
151,-0.39057902,0.446783
152,-2.9221141,0.7148738
153,-0.9551708,0.41340774
154,-1.0142754,0.5136717
155,-0.9194952,0.49917796
156,-1.5055273,0.4738801
157,-0.21671008,0.5039804
158,-0.36940634,0.51244825
159,-0.73831177,0.62648976
160,-1.975925,0.68974876
161,-0.5764047,0.58349514
162,-0.11809546,0.34136632
163,-0.416728,0.4938178
164,-0.8100185,0.51559335
165,-0.5902726,0.65637964
166,-0.519922,0.52258974
167,-0.6886118,0.5485123
168,-2.3112712,0.6207236
169,-0.7299781,0.5795476
170,-1.3857626,0.5736156
171,-1.3462126,0.54619
172,-0.7314655,0.4987635
173,-1.5539262,0.5173552
174,-0.9941304,0.43744192
175,-2.2933903,0.7851272
176,-2.814531,0.6097829
177,-1.6839879,0.5453398
178,-0.8125141,0.61411536
179,-1.1293862,0.55099535
180,-1.0852342,0.501648
181,-1.9861673,0.5156012
182,-1.3943037,0.47080338
183,-0.6568189,0.59865713
184,-1.3953333,0.4999075
185,-1.6832547,0.8021512
186,-0.6678316,0.4978214
187,-0.8680352,0.63844466
188,-0.70272434,0.50893724
189,-0.76115435,0.37309286
190,-1.3544717,0.5796004
191,-0.37020034,0.56984067
192,-1.3431551,0.6078383
193,-1.2983038,0.521723
194,-0.61692554,0.49864268
195,-2.1213126,0.74928623
196,-1.7626393,0.6260102
197,-0.1744336,0.4471935
198,-0.47570783,0.47840247
199,-0.89250106,0.6283215
200,-2.1921253,0.58013994
201,-1.9604738,0.61050886
202,-0.47150847,0.57286394
203,-1.2326527,0.682446
204,-1.6101817,0.5989458
205,-0.9539005,0.4648903
206,-1.7277502,0.4619329
207,-0.7118179,0.4987466
208,-1.3068218,0.6772471
209,-1.7569132,0.47534034
210,-0.8437723,0.43646574
211,-0.13467123,0.5194874
212,-0.64882433,0.5320351
213,-0.82247216,0.6225992
214,-1.6612549,0.4882783
215,-0.29412386,0.517227
216,-0.61864924,0.5727058
217,-0.891164,0.5111982
218,-1.2027103,0.5840836
219,-0.4076142,0.5782605
220,-0.15281363,0.44939494
221,-1.9449663,0.5985704
222,-0.9198281,0.5025317
223,-1.9364132,0.63006586
224,-1.5803696,0.5497907
225,-0.8125802,0.5135237
226,-1.6718389,0.47663677
227,-0.6097642,0.49392048
228,-2.304057,0.75693667
229,-0.69936675,0.587493
230,-0.5596327,0.56686425
231,-0.06430875,0.56414264
232,-0.37486273,0.54232174
233,-2.7045445,0.60173136
234,-0.63030905,0.5812269
235,-1.0792754,0.69310236
236,-1.4158533,0.567524
237,0.05269229,0.38686007
238,-1.5016422,0.4907937
239,-2.542606,0.7369238
240,-2.0794244,0.5218152
241,-1.5857934,0.6528105
242,-1.1931118,0.5573429
243,-1.6178719,0.56016546
244,-1.4941185,0.92802227
245,-0.4330221,0.43167973
246,-1.6606858,0.9171703
247,-1.8459591,0.80999714
248,-1.0181502,0.6115769
249,-0.7284509,0.43549818
250,-0.96576595,0.4740286
251,-0.40436175,0.45709124
252,-2.295771,0.5689997
253,-1.5240426,0.6517427
254,-1.5149232,0.7497906
255,-1.38538,0.6452837
256,-1.0579884,0.47309235
257,-0.7624186,0.7334717
258,-0.95475477,0.551291
259,-1.2473077,0.5058067
260,-1.5677011,0.8179701
261,-1.5100043,0.5472761
262,-0.46929753,0.51247954
263,-1.926017,0.5643917
264,-2.2956278,0.5069971
265,-1.1277995,0.5748895
266,-0.64047307,0.40695468
267,-0.5913118,0.54523504
268,-1.0528909,0.69413424
269,-0.8460776,0.7720413
270,-0.46139038,0.42532763
271,-1.3245367,0.5601787
272,-1.0222892,0.74035287
273,-2.3298845,0.5263603
274,-0.73230135,0.6560155
275,-1.9914806,1.346854
276,-0.5714518,0.51641864
277,-1.6038419,0.6733072
278,-2.3079255,0.48990336
279,-1.2692317,1.122018
280,-0.6320678,0.6691557
281,-1.4188881,0.59394675
282,-2.2125714,0.4486947
283,-2.0512104,0.69754916
284,-0.3855952,0.6258547
285,-0.4039865,0.5296649
286,-1.1816561,0.5684905
287,-1.9297652,0.5788451
288,-2.3200436,0.51392806
289,-2.0102592,0.64481264
290,-0.12733458,0.42294472
291,-0.52576876,0.5084947
292,-1.7455494,0.547774
293,-0.1508839,0.54375696
294,0.14994012,0.50556815
295,-1.0066433,0.44514412
296,-0.017088518,0.43862835
297,-1.0841582,0.5927116
298,-1.2819486,0.53725284
299,-0.5334957,0.58975345
300,-1.2215029,0.52638763
301,-0.4087296,0.5555864
302,-1.3419846,0.64741164
303,-1.4541017,0.5502593
304,-1.7095171,0.5721973
305,-0.13054691,0.45511732
306,-0.2806579,0.44508222
307,-0.46766815,0.53356814
308,-1.1834506,0.5912397
309,-1.5822709,0.57674855
310,-0.907704,0.20346114
311,-1.0034074,0.62044644
312,-1.0237839,0.6308901
313,-2.1341527,0.72620785
314,-2.5996587,0.65497816
315,-1.5333807,0.69035393
316,-2.1543121,0.71157837
317,-0.7910787,0.5949485
318,-0.9255919,0.60989594
319,-1.6740392,0.8235743
320,-1.49551,0.50136775
321,-2.4486423,0.56405485
322,-1.9035156,0.57401043
323,-1.0703951,0.5188337
324,-1.8131074,0.5009032
325,-1.3612126,0.5882252
326,-1.8789008,0.58219916
327,-0.5224358,0.61549956
328,-1.7565218,0.5401844
329,-0.60196674,0.51790047
330,-1.9363075,0.6173767
331,-0.30336446,0.46593872
332,-1.6169629,0.58453137
333,-1.8099865,0.5783544
334,-1.3022583,0.6286785
335,-0.47071698,0.6386435
336,-0.25061435,0.4507234
337,-1.6720183,0.5994025
338,-0.9158737,0.5690168
339,-1.697137,0.39850268
340,-2.0458467,0.71075326
341,-0.9075672,0.47108987
342,-1.4842889,0.58715934
343,-0.2908553,0.48115122
344,-2.5830011,0.6866939
345,-0.5728336,0.58816993
346,-1.0556221,0.46938968
347,-1.2998177,0.48626667
348,-2.141075,0.593005
349,-0.5921937,0.63398147
350,-0.33616108,0.63851327
351,-1.8075815,0.5262349
352,-0.68198687,0.4508219
353,-0.2576077,0.4305478
354,-1.665343,0.8112562
355,-0.7616652,0.4446156
356,-0.8388887,0.3962942
357,-0.92540956,0.449435
358,-1.0307008,0.46202162
359,-0.7776285,0.6602534
360,-1.3967438,0.62660396
361,-0.47370625,0.6189383
362,-1.4309797,0.51789296
363,-0.5031105,0.56027824
364,-0.6287932,0.47638392
365,-1.8064512,0.62800306
366,-0.3039273,0.4441025
367,-0.90459806,0.5913971
368,-0.80505383,0.5374854
369,-2.5210562,0.64698493
370,-1.7446053,0.6216671
371,-1.1359543,0.50577825
372,-1.1579381,0.5347409
373,-0.59325874,0.69264907
374,-0.80889076,0.56872904
375,-0.65440017,0.3708242
376,-0.83687246,0.6356301
377,-2.7308667,0.7168629
378,-0.6525383,0.577755
379,-0.768166,0.41662505
380,-0.34559798,0.46386886
381,-0.4569772,0.42068186
382,-0.80066365,0.54633015
383,-0.045671944,0.42603344
384,-1.7246996,0.61987364
385,-1.1746079,1.0574117
386,-1.1628836,0.5931066
387,-1.8614646,0.60170305
388,-1.6222675,0.67650896
389,-1.4114473,0.6258596
390,-0.8639564,0.7883403
391,-0.6527979,0.47657558
392,-2.1719053,0.5955716
393,-1.7866719,0.5264726
394,-1.5968624,0.64411926
395,-1.5451615,0.4409091
396,-1.122114,0.6434584
397,-1.431034,0.6283633
398,-1.5491736,0.59715116
399,-1.6874402,0.7266135
400,-1.7719339,0.77414036
401,-1.1540399,0.73284596
402,-1.4759216,0.6656225
403,-0.17735262,0.46038088
404,-0.5418648,0.5272478
405,-1.3119894,0.58900845
406,-0.79836756,0.8040949
407,-0.8300996,0.5796911
408,-0.40290964,0.56336474
409,-0.74763626,0.58806443
410,-1.705157,0.6499703
411,-0.34379074,0.6295885
412,-1.9150026,0.64197683
413,-3.4958339,0.64338905
414,-1.8810561,0.5388523
415,-0.55757815,0.46009246
416,-1.0193075,0.79190516
417,-0.3993484,0.3916298
418,-0.92675656,0.6847013
419,-0.8048989,0.51374537
420,-1.5716636,0.4846922
421,-1.6650473,0.5439114
422,-1.4688145,0.55908585
423,-0.33029452,0.47988015
424,-0.9277322,0.5726943
425,-1.486938,0.5240754
426,-1.5101871,0.7113947
427,-0.69677746,0.5523957
428,-1.0488838,0.7033334
429,-0.5048054,0.56613797
430,-1.6417327,0.6611479
431,-1.0907804,0.5538977
432,-0.6061415,0.69941837
433,-0.35394377,0.48009944
434,-1.7248287,0.70142484
435,-1.9592303,0.6167458
436,-0.22014493,0.38746777
437,-0.65114164,0.47168523
438,-1.2575977,0.50911283
439,-0.6226566,0.43215352
440,-1.4281037,0.5926736
441,-0.9697398,0.5317112
442,-1.5426519,0.55262464
443,-0.9378738,0.5304466
444,-0.76714253,0.592204
445,-0.89476055,0.66797477
446,-1.1547709,0.5173674
447,-0.80459,0.56075555
448,-0.6790816,0.56600153
449,-0.5633644,0.44600156
450,-0.9550931,0.5473737
451,-1.4179155,0.634757
452,-0.5045854,0.5894155
453,-1.5002959,0.6536287
454,-0.5952448,0.49599743
455,-1.1158063,0.5860283
456,-2.2349234,0.65705335
457,-2.066052,0.60223186
458,-1.9981666,0.545069
459,-0.6042823,0.55488646
460,-1.9499456,0.5583845
461,-2.0713794,0.6828738
462,-0.7832374,0.3972807
463,-1.8508923,0.6565573
464,-0.29051152,0.4687107
465,-2.1655135,0.6849918
466,-0.6828758,0.564133
467,-0.43675607,0.50647444
468,-0.5432514,0.56128746
469,-1.9868982,0.82078516
470,-1.1499777,0.52485913
471,-0.67910326,0.5224398
472,-0.95045024,0.6891572
473,-0.79006,0.49876454
474,-1.3601887,0.654755
475,-1.1924521,0.49122784
476,-1.1920958,0.5400274
477,-0.49480128,0.4987506
478,-1.2251992,0.60702455
479,-1.7048225,0.6357398
480,-1.8072457,0.5028253
481,-1.0927814,0.57982916
482,-0.5124069,0.57581747
483,-1.8941721,0.47806284
484,-1.8298393,0.44112027
485,-2.2625246,0.74537253
486,-1.0814998,0.5585376
487,-1.4367633,0.56340384
488,-0.95166516,0.48207012
489,-1.0701998,0.47653046
490,-1.2439947,0.6584892
491,-1.2278031,0.553055
492,-1.4249339,0.5732478
493,-1.7330539,0.39132017
494,-1.4901606,0.5175514
495,-0.5994152,0.6102826
496,-0.8520362,0.5489539
497,-0.685198,0.57291055
498,-0.66794556,0.5387753
499,-1.9697232,0.6059545
500,-1.2032319,0.5203112
501,-0.7163982,0.51434696
502,-1.8435137,0.7086795
503,-1.2732248,0.34567273
504,-1.9878678,0.5299963
505,-1.182855,0.53554815
506,-0.71957815,0.5225107
507,-0.69733757,0.57902235
508,-1.2394316,0.4839814
509,-0.84749967,0.51348186
510,-2.0388029,0.38438773
511,-0.53769654,0.64441335
512,-0.99258345,0.41431293
513,-0.13556412,0.42152688
514,-1.3251153,0.5107796
515,-1.6063474,0.6753529
516,-2.8586938,0.5009014
517,-0.769986,0.54878396
518,-0.7523948,0.6251594
519,-0.5964152,0.5540646
520,-1.4397981,0.58406764
521,-1.7924187,0.802813
522,-0.9464011,0.6208197
523,-0.3925888,0.46829852
524,-0.2099047,0.5639545
525,-0.08562124,0.4368523
526,-1.4085394,0.5587883
527,-1.3374186,0.55320495
528,-0.86242896,0.45813
529,-0.9482424,0.61065
530,-0.6861757,0.4711043
531,-0.67192537,0.6029571
532,-1.4544508,0.45904952
533,-1.607338,0.5202743
534,-2.3628755,0.55116946
535,-0.9370829,0.49515072
536,-0.4149224,0.6603168
537,-0.9871154,0.5688084
538,-1.9132026,0.5800433
539,-1.2299584,0.654466
540,-0.6559242,0.60633075
541,-2.0467913,0.74936384
542,-2.1317842,0.71604973
543,-0.4299214,0.5293093
544,-0.7446644,0.5537206
545,-1.8444895,0.73374605
546,-1.1627021,0.57590985
547,-0.8715739,0.45384097
548,-1.0766404,0.543721
549,0.021558808,0.40774444
550,-1.5632316,0.66891015
551,-1.5941274,0.6708954
552,-1.4779088,0.54218006
553,-1.7656395,0.58566797
554,-0.9914453,0.42233846
555,-0.5958556,0.51432174
556,-1.5855556,0.73848915
557,-1.5318807,0.5041165
558,-1.3017254,0.59614974
559,-1.2989552,0.50251853
560,-1.197314,0.56789464
561,-1.9304999,0.4797568
562,-0.5418215,0.6021512
563,-0.4760242,0.5449231
564,-1.2236356,0.57274365
565,-0.9086856,0.6446156
566,-1.5839524,0.5285428
567,-1.929956,0.49296874
568,-0.4537991,0.4204643
569,-2.5615942,0.57651716
570,-1.4618734,0.69723666
571,-1.1762034,0.6423943
572,-1.013971,0.51612854
573,-1.7843482,0.65044415
574,-2.1366181,0.6397928
575,-0.88213575,0.54373527
576,-1.470081,0.6310034
577,-0.40154836,0.577474
578,-0.25480336,0.5014124
579,-0.5343278,0.59323597
580,-1.3027859,0.5337843
581,-1.2561151,0.49482998
582,-0.6873944,0.83681506
583,-2.3182826,0.67115855
584,-0.8688634,0.45571145
585,-1.0424984,0.5488383
586,-1.0515544,0.5380558
587,-0.9869526,0.6270044
588,-0.43533635,0.6164321
589,-1.7822477,0.5736656
590,-2.1109784,0.67189425
591,-0.7805131,0.5361777
592,-1.4459963,0.49662757
593,-1.5237008,0.5405988
594,-2.0607107,0.6289362
595,-1.6359254,0.54847974
596,-1.4065199,0.5094657
597,-1.1845406,0.5580318
598,-1.2602915,0.63036585
599,-1.5267526,0.49014
600,-0.7857244,0.5832718
601,-0.595738,0.48442397
602,-1.434625,0.45641008
603,-2.3110206,0.4803155
604,-0.55072916,0.51046014
605,-0.732812,0.7244504
606,-1.1867361,0.599687
607,-1.135094,0.6253641
608,-1.5230892,0.5912912
609,-1.1422205,0.66284245
610,-0.54336417,0.5816178
611,-0.90617216,0.45732185
612,-0.6958744,0.60263544
613,-1.237292,0.5995983
614,-1.3371617,0.79570305
615,-0.47569853,0.45410466
616,-2.38402,0.7253326
617,-1.8077198,0.75745255
618,-1.0276393,0.54400337
619,-1.4911717,0.50996596
620,-2.3210185,0.48220766
621,-1.6223557,0.71034
622,-1.0108478,0.69417876
623,-0.44531262,0.4951697
624,-0.53269535,0.53823906
625,-2.0591223,0.58959365
626,-1.475097,0.6948302
627,-2.156086,0.5031498
628,-1.2832235,0.45934504
629,-2.2543075,0.57318574
630,-0.5294911,0.5681215
631,-0.9398945,0.45958263
632,-2.0401103,0.76071626
633,-0.68280554,0.49684158
634,-2.150322,0.6802629
635,-0.93524915,0.63353884
636,-0.78444827,0.4754892
637,-0.62507623,0.56571865
638,-1.9164842,0.5670011
639,-1.2945937,0.5113878
640,-1.7298572,0.6278295
641,-0.9595837,0.5934508
642,-2.1197698,0.70431566
643,-0.4292992,0.50389737
644,-0.54435277,0.48240632
645,-1.484929,0.634604
646,-1.6460278,0.4453618
647,-0.5605296,0.48693386
648,-1.4020036,0.6016999
649,-1.5779254,0.6876902
650,-0.7613778,0.46039554
651,-1.4872235,0.51402754
652,-1.1999893,0.659982
653,-1.5057175,0.62937117
654,-0.5504409,0.40006912
655,-2.431259,0.66987014
656,-0.8993482,0.3728737
657,-2.6705563,0.61574125
658,-1.9134228,0.6565311
659,-1.6067408,0.58003193
660,-1.1913174,0.57346606
661,-2.5930824,0.7164206
662,-0.764001,0.6141188
663,-1.0000443,0.51362467
664,-0.58045304,0.519032
665,-1.4657234,0.6274694
666,-0.7801948,0.5249596
667,-0.2738243,0.40560415
668,-0.82221574,0.5819475
669,-0.66485137,0.6992228
670,-0.50658196,0.45770663
671,-1.39935,0.4319454
672,-0.7689596,0.48848966
673,-1.624662,0.5393213
674,-1.5938164,0.5707502
675,-1.3101628,0.6573461
676,-2.2743452,0.8209304
677,-0.59186673,0.42803758
678,-1.9170642,0.7274295
679,-2.1271672,0.7006668
680,-1.7967546,0.7413341
681,-1.3987607,0.51609
682,-0.93419194,0.46277332
683,-1.9526271,0.8475087
684,-3.0023694,0.795684
685,-0.3579403,0.6279631
686,-1.1877817,0.622598
687,-1.8697983,0.49314052
688,-1.9278018,0.6770318
689,-1.8469948,0.6705293
690,-1.4785929,0.6807729
691,-0.15642788,0.51252556
692,-0.5531883,0.4963889
693,-2.5074468,0.46957347
694,-2.4578369,0.5113558
695,-0.5780985,0.43654177
696,-1.5204989,0.49940696
697,-1.8517904,0.5873447
698,-2.2163208,0.617409
699,-0.9056695,0.5359004
700,-1.6155348,0.72372085
701,-2.4068778,0.6128306
702,-0.20402436,0.39423016
703,-1.5862556,0.60381943
704,-0.9559371,0.5721151
705,-1.1133425,0.576576
706,-0.41995576,0.59459776
707,-0.9482354,0.5056198
708,-1.1024503,0.46336803
709,-1.919463,0.52149117
710,-2.1616266,0.6547756
711,-1.6837088,0.60054106
712,-1.7210925,0.6208681
713,-1.4773226,0.525353
714,-1.2885797,0.5721488
715,-0.7752357,0.5521723
716,-0.15427803,0.39458814
717,-1.5733947,0.56503165
718,-1.4143164,0.54984903
719,-1.6771073,0.5486379
720,-1.7751353,0.597148
721,-1.6966966,0.41712746
722,-1.6946169,0.54508823
723,-0.6908972,0.4847712
724,-1.2999661,0.48331416
725,-1.0435688,0.5381745
726,-0.76081073,0.47407633
727,-2.1359146,0.5925361
728,-0.7972861,0.7339181
729,-1.0528578,0.52100205
730,-1.0437089,0.48527846
731,-0.9702986,0.5872144
732,-1.2461206,0.6013912
733,-0.9667455,0.5343283
734,-0.8782587,0.56800276
735,-0.74843717,0.66654164
736,-0.40629387,0.51923025
737,-1.2333983,0.54210705
738,-0.41976756,0.5317038
739,-1.3684157,0.5425859
740,-0.8942262,0.45771155
741,-0.81873727,0.5773097
742,-1.1636702,0.6633838
743,-1.457187,0.6256952
744,-1.4187914,0.4831958
745,-0.23353261,0.4852305
746,-0.8094934,0.44317153
747,-0.80606973,0.5890061
748,-0.8096788,0.5708819
749,-0.9494586,0.5932589
750,-0.6294473,0.5303423
751,-2.4809692,0.7638942
752,-2.3366082,0.6381706
753,-1.7843895,0.5190979
754,-0.41320005,0.64519566
755,-0.76655275,0.6053142
756,-1.7859632,0.69147974
757,-0.5763688,0.5400112
758,-1.2426652,0.48186585
759,-1.7132894,0.48565304
760,-0.5436822,0.56686276
761,-1.3631114,0.6630418
762,-0.95299006,0.5164189
763,-0.35243696,0.5302728
764,-1.6243631,0.5938345
765,-1.4979464,0.5118847
766,-0.40008473,0.43518287
767,-1.5123557,0.59707457
768,-1.2982558,0.59236366
769,-0.46564984,0.48463035
770,-1.3075839,0.6314763
771,-0.35301784,0.4985183
772,-2.440695,0.6521741
773,-1.3104992,0.6473745
774,-0.46150482,0.53346366
775,-2.023175,0.5911675
776,-0.12209841,0.4871652
777,-1.4481357,0.49365023
778,-0.6021801,0.57942456
779,-0.69346684,0.66877925
780,-1.0568465,0.4863331
781,-1.7294596,0.57895535
782,-1.0096431,0.6693796
783,-0.5369361,0.5519746
784,-1.6187382,0.5905835
785,-1.8625982,0.5635305
786,-1.0268989,0.7508907
787,-1.3929474,0.6592224
788,-1.6257013,0.63143665
789,-1.651141,0.5757403
790,-0.511029,0.5019498
791,-1.1063828,0.6664095
792,-1.1376328,0.57929665
793,-0.7374219,0.37014353
794,-0.18482812,0.4614533
795,-1.265119,0.4231916
796,-1.0329638,0.51375824
797,-0.92525995,0.62246484
798,-1.3751088,0.6693692
799,-1.773427,0.5184211
800,-1.9347483,0.6544898
801,-1.7567759,0.46586305
802,-2.613386,0.65305525
803,-0.7879829,0.5300472
804,-0.23552202,0.6533609
805,-1.4053017,0.597857
806,-1.0574514,0.5103868
807,-1.06258,0.53774893
808,-1.4586467,0.42615217
809,-1.287557,0.6533342
810,-1.0674127,0.5711591
811,-1.210556,0.45844126
812,-0.59461665,0.4016148
813,-0.94671357,0.5552726
814,-0.87019324,0.7517183
815,-0.8843547,0.51187474
816,-0.87495536,0.7010232
817,-0.94568896,0.5509369
818,-2.7577782,0.4490593
819,-0.5964791,0.65499276
820,-1.1172305,0.64102167
821,-2.9438174,0.6150203
822,-0.4628309,0.48831773
823,-2.3116353,0.8538704
824,-1.1081809,0.6779859
825,-2.0327263,0.5295425
826,-1.3168327,0.5538186
827,-2.3149023,0.5295027
828,-1.6886944,0.51430243
829,-1.5703624,0.751969
830,-0.87105215,0.583272
831,-0.9337294,0.50430745
832,-2.3794973,0.5869419
833,-0.73283285,0.50889397
834,-2.2128534,0.544922
835,-0.6595857,0.68191606
836,-0.85351175,0.5962345
837,-0.41841012,0.5208124
838,-1.9663982,0.6150903
839,-1.0283798,0.6005044
840,-0.93821025,0.43691313
841,-2.7020545,0.7269314
842,-0.50092906,0.5950422
843,-0.5906303,0.46013868
844,-2.3633242,0.6452148
845,-1.7689126,0.55142355
846,-1.6902858,0.41757894
847,-0.37120724,0.5111285
848,-1.1799798,0.68608767
849,-2.4581773,0.49620676
850,-1.1333708,0.5407105
851,0.14942467,0.4545763
852,-0.6153261,0.5390393
853,-1.5127629,0.6091284
854,-2.2685947,0.5977485
855,-1.8519045,0.69202024
856,-1.1793202,0.5143496
857,-1.3764254,0.9269358
858,-1.6575304,0.44055915
859,-0.15751584,0.50005704
860,-2.189167,0.77170086
861,-1.407621,0.53214526
862,-1.3200537,0.5552703
863,-1.0253801,0.6868837
864,-2.3498104,0.66441965
865,0.012275927,0.36588034
866,-1.4312325,0.5431277
867,-2.498791,0.4761426
868,-0.82830775,0.53357035
869,-2.007105,0.63647586
870,-1.3598534,0.6005619
871,-0.3455086,0.51392907
872,-0.18624721,0.48722142
873,-0.54021925,0.45131496
874,-0.4825065,0.5756287
875,-1.3562773,0.59690726
876,-0.6586993,0.42330164
877,-1.374144,0.55561066
878,-1.2981548,0.5546024
879,-0.3708613,0.72046506
880,-1.4136628,0.5724964
881,-1.5425735,0.61085147
882,-0.65757453,0.48763743
883,-0.6826424,0.50508076
884,-1.9517851,0.5121381
885,-0.774599,0.6015218
886,-1.8023812,0.5259152
887,-0.9009574,0.5480136
888,-0.7873852,0.72189915
889,-1.5006088,0.6171732
890,-1.6793638,0.67308795
891,-0.9472665,0.5907665
892,-0.348227,0.49170628
893,-2.7854319,0.8513023
894,-2.5863528,0.60091513
895,-1.9956936,0.7536141
896,-0.90407264,0.7406073
897,0.11718084,0.48355877
898,-1.3339556,0.46327367
899,-0.04168942,0.5085201
900,-1.7788286,1.0015776
901,-1.0559952,0.56003076
902,-1.0477097,0.4557204
903,-0.40371078,0.5312448
904,-0.57876676,0.6172376
905,-1.2409819,0.7285113
906,-1.7519379,0.67290604
907,-0.8559503,0.5790432
908,-1.6222949,0.5342312
909,-1.9674051,0.46544313
910,-1.2878549,0.52834326
911,-0.7944011,0.5341035
912,-1.3532171,0.6882404
913,-2.1416664,0.57427865
914,-1.5729045,0.515208
915,-2.0667498,0.57301563
916,-1.1071934,0.4129859
917,-1.8606757,0.6561902
918,-0.9820955,0.5549519
919,-0.88150126,0.5490912
920,-0.44831818,0.5039602
921,-0.6928917,0.49527133
922,-2.1254966,0.45173004
923,-1.6165262,0.6672483
924,-1.7692074,0.73624784
925,-1.0493302,0.55105615
926,-0.7248555,0.54368037
927,-0.9916345,0.5498374
928,-1.0539874,0.42666718
929,-0.9641728,0.43633366
930,-0.9686707,0.5836225
931,-1.3638386,0.4754483
932,-1.7997872,0.7549054
933,-1.1862688,0.48674515
934,-0.5050821,0.5137627
935,-1.1585443,0.6299845
936,-2.1752198,0.60397214
937,-2.3545027,0.6954933
938,-1.0621549,0.49592826
939,-2.1795232,0.7952973
940,-1.1135266,0.651176
941,-0.7504303,0.57178
