user_id:token,item_id:token,weight:float,timestamp:float
12,133,88,1217541600000
12,133,245,1217541600000
12,133,247,1217541600000
12,133,250,1217541600000
12,133,252,1217541600000
12,133,254,1217541600000
13,134,18,1249077600000
13,134,90,1249077600000
13,134,213,1259622000000
13,134,280,1249077600000
13,134,281,1249077600000
13,134,282,1249077600000
13,134,283,1259622000000
13,134,284,1259622000000
13,134,285,1259622000000
13,134,286,1259622000000
13,134,287,1259622000000
13,134,288,1259622000000
13,134,289,1259622000000
13,134,290,1298934000000
14,135,81,1275343200000
14,135,296,1275343200000
14,136,24,1285884000000
14,136,297,1209592800000
14,136,319,1209592800000
14,137,167,1209592800000
14,137,308,1209592800000
14,138,24,1291158000000
14,138,73,1228086000000
14,138,130,1291158000000
14,138,291,1291158000000
14,138,293,1291158000000
14,138,294,1291158000000
14,139,18,1277935200000
14,139,24,1277935200000
14,139,39,1277935200000
14,140,24,1277935200000
14,140,81,1285884000000
14,140,130,1285884000000
14,140,199,1285884000000
14,140,293,1277935200000
14,140,303,1277935200000
14,141,291,1285884000000
14,141,292,1285884000000
14,141,294,1285884000000
14,141,307,1285884000000
14,141,310,1285884000000
14,141,312,1285884000000
14,141,313,1285884000000
14,142,79,1285884000000
14,142,231,1285884000000
14,142,293,1212271200000
14,142,294,1285884000000
14,142,297,1285884000000
14,142,306,1285884000000
14,143,24,1285884000000
14,143,39,1285884000000
14,143,299,1285884000000
14,143,302,1285884000000
14,143,321,1285884000000
14,144,102,1285884000000
14,144,103,1285884000000
14,144,167,1285884000000
14,144,291,1285884000000
14,144,300,1285884000000
14,144,304,1285884000000
14,145,73,1285884000000
14,145,79,1285884000000
14,145,130,1285884000000
14,145,291,1285884000000
14,145,293,1285884000000
14,145,294,1285884000000
14,145,297,1285884000000
14,145,299,1285884000000
15,124,18,1157061600000
15,124,24,1157061600000
15,124,25,1157061600000
15,124,39,1157061600000
15,124,49,1157061600000
15,124,79,1157061600000
15,124,81,1157061600000
15,124,90,1157061600000
15,124,127,1157061600000
15,124,130,1157061600000
15,124,187,1157061600000
15,124,200,1157061600000
15,124,203,1157061600000
15,124,208,1157061600000
15,124,308,1157061600000
15,124,309,1157061600000
15,124,346,1157061600000
15,124,347,1157061600000
15,124,348,1157061600000
15,124,350,1157061600000
15,124,351,1157061600000
15,124,352,1157061600000
15,124,357,1157061600000
15,124,358,1157061600000
15,124,359,1157061600000
15,124,360,1157061600000
15,124,363,1157061600000
15,124,365,1157061600000
15,124,366,1157061600000
15,124,369,1157061600000
15,124,372,1164927600000
15,146,24,1157061600000
15,146,39,1157061600000
15,146,73,1157061600000
15,146,79,1157061600000
15,146,127,1157061600000
15,146,130,1157061600000
15,146,200,1157061600000
15,146,203,1157061600000
15,146,346,1157061600000
15,146,347,1157061600000
15,146,348,1157061600000
15,146,349,1157061600000
15,146,350,1157061600000
15,146,353,1157061600000
15,146,354,1157061600000
15,146,359,1157061600000
15,146,362,1157061600000
15,146,364,1157061600000
15,146,367,1157061600000
15,146,372,1157061600000
15,146,374,1157061600000
15,147,18,1157061600000
15,147,24,1157061600000
15,147,39,1157061600000
15,147,73,1157061600000
15,147,81,1157061600000
15,147,130,1157061600000
15,147,309,1157061600000
15,147,346,1157061600000
15,147,354,1157061600000
15,147,358,1157061600000
15,147,364,1157061600000
15,147,367,1157061600000
15,147,371,1157061600000
15,148,24,1157061600000
15,148,39,1157061600000
15,148,73,1157061600000
15,148,130,1157061600000
15,148,308,1157061600000
15,148,346,1157061600000
15,148,356,1157061600000
15,148,371,1157061600000
15,149,24,1157061600000
15,149,39,1157061600000
15,149,73,1157061600000
15,149,79,1157061600000
15,149,130,1157061600000
15,149,165,1157061600000
15,149,285,1157061600000
15,149,346,1157061600000
15,149,348,1157061600000
15,149,349,1157061600000
15,149,350,1157061600000
15,149,354,1157061600000
15,149,358,1157061600000
15,149,361,1157061600000
15,149,370,1157061600000
15,150,24,1157061600000
15,150,39,1157061600000
15,150,49,1157061600000
15,150,73,1157061600000
15,150,130,1157061600000
15,150,346,1157061600000
15,150,349,1157061600000
15,150,353,1157061600000
15,150,355,1157061600000
15,150,359,1157061600000
15,150,370,1157061600000
15,151,24,1157061600000
15,151,49,1157061600000
15,151,73,1157061600000
15,151,81,1157061600000
15,151,130,1157061600000
15,151,346,1157061600000
15,151,347,1157061600000
15,151,348,1157061600000
15,151,349,1157061600000
15,151,350,1157061600000
15,151,352,1157061600000
15,151,353,1157061600000
15,151,354,1157061600000
15,151,355,1157061600000
15,151,362,1157061600000
15,151,372,1157061600000
15,151,373,1157061600000
15,152,24,1164927600000
15,152,130,1164927600000
15,152,319,1164927600000
15,152,346,1164927600000
15,152,356,1164927600000
15,152,364,1164927600000
15,152,368,1164927600000
15,153,49,1157061600000
15,153,130,1157061600000
15,153,203,1157061600000
15,153,308,1157061600000
15,153,319,1157061600000
15,153,346,1157061600000
15,153,347,1157061600000
15,153,348,1157061600000
15,153,349,1157061600000
15,153,350,1157061600000
15,153,351,1157061600000
15,153,353,1157061600000
15,153,355,1157061600000
15,153,356,1157061600000
15,153,368,1157061600000
15,153,373,1157061600000
15,154,18,1157061600000
15,154,24,1157061600000
15,154,25,1157061600000
15,154,39,1157061600000
15,154,79,1157061600000
15,154,90,1157061600000
15,154,130,1157061600000
15,154,187,1157061600000
15,154,208,1157061600000
15,154,285,1157061600000
15,154,309,1157061600000
15,154,346,1157061600000
15,154,347,1157061600000
15,154,350,1157061600000
15,154,352,1157061600000
15,154,354,1157061600000
15,154,357,1157061600000
15,154,360,1157061600000
15,154,363,1157061600000
15,154,371,1157061600000
15,155,24,1157061600000
15,155,39,1157061600000
15,155,130,1157061600000
15,155,165,1157061600000
15,155,200,1157061600000
15,155,351,1157061600000
15,155,373,1157061600000
15,155,374,1157061600000
15,156,18,1157061600000
15,156,24,1157061600000
15,156,49,1157061600000
15,156,130,1157061600000
15,156,165,1157061600000
15,156,285,1157061600000
15,156,308,1157061600000
15,156,319,1157061600000
15,156,346,1157061600000
15,156,356,1157061600000
15,156,368,1157061600000
15,157,18,1157061600000
15,157,24,1157061600000
15,157,39,1157061600000
15,157,130,1157061600000
15,157,347,1157061600000
15,157,348,1157061600000
15,157,349,1157061600000
15,157,350,1157061600000
15,157,351,1157061600000
15,157,355,1157061600000
15,157,367,1157061600000
15,157,374,1157061600000
15,158,24,1288566000000
15,158,130,1288566000000
15,158,203,1288566000000
15,158,208,1288566000000
15,158,308,1288566000000
15,158,346,1288566000000
15,158,355,1288566000000
15,158,370,1288566000000
15,159,24,1157061600000
15,159,39,1157061600000
15,159,49,1157061600000
15,159,130,1157061600000
15,159,187,1157061600000
15,159,195,1157061600000
15,159,346,1157061600000
15,159,347,1157061600000
15,159,348,1157061600000
15,159,349,1157061600000
15,159,351,1157061600000
15,159,352,1157061600000
15,159,353,1157061600000
15,159,354,1157061600000
15,159,357,1157061600000
15,159,358,1157061600000
15,160,18,1157061600000
15,160,24,1157061600000
15,160,39,1157061600000
15,160,49,1157061600000
15,160,73,1157061600000
15,160,81,1157061600000
15,160,130,1157061600000
15,160,165,1157061600000
15,160,187,1157061600000
15,160,195,1157061600000
15,160,200,1157061600000
15,160,203,1157061600000
15,160,309,1157061600000
15,160,346,1157061600000
15,160,347,1157061600000
15,160,348,1157061600000
15,160,349,1157061600000
15,160,351,1157061600000
15,160,353,1157061600000
15,160,354,1157061600000
15,160,355,1157061600000
15,160,356,1157061600000
15,160,358,1157061600000
15,160,361,1157061600000
15,160,363,1157061600000
15,160,367,1157061600000
15,160,372,1157061600000
15,160,373,1157061600000
15,161,24,1157061600000
15,161,81,1157061600000
15,161,90,1157061600000
15,161,127,1157061600000
15,161,195,1157061600000
15,161,285,1157061600000
15,161,347,1157061600000
15,161,349,1157061600000
15,161,352,1157061600000
15,161,357,1157061600000
15,161,359,1157061600000
15,161,361,1157061600000
15,161,362,1157061600000
15,161,364,1157061600000
15,161,370,1157061600000
15,161,371,1157061600000
16,15,61,1264978800000
16,17,387,1249077600000
16,162,25,1249077600000
16,162,73,1249077600000
16,163,72,1249077600000
16,163,79,1249077600000
16,163,80,1249077600000
16,163,192,1249077600000
16,164,16,1249077600000
16,164,79,1249077600000
16,164,182,1249077600000
16,165,170,1249077600000
16,166,170,1249077600000
16,166,397,1249077600000
16,167,275,1249077600000
16,168,13,1249077600000
16,168,88,1249077600000
16,168,309,1249077600000
16,169,88,1249077600000
16,169,394,1249077600000
16,170,179,1249077600000
16,171,18,1249077600000
16,171,86,1249077600000
16,172,82,1249077600000
16,172,190,1249077600000
17,125,209,1199142000000
17,173,24,1257030000000
17,173,209,1199142000000
17,21,24,1257030000000
17,21,209,1257030000000
17,21,401,1243807200000
17,21,402,1243807200000
17,21,403,1243807200000
17,146,24,1228086000000
17,146,209,1199142000000
17,174,24,1275343200000
17,174,209,1199142000000
17,174,400,1275343200000
17,175,400,1199142000000
17,176,209,1257030000000
17,177,405,1243807200000
17,178,24,1257030000000
17,178,209,1199142000000
17,179,24,1228086000000
17,179,167,1228086000000
17,180,24,1257030000000
17,180,30,1257030000000
17,180,399,1199142000000
17,180,404,1267398000000
17,181,24,1272664800000
17,181,195,1272664800000
17,181,399,1272664800000
17,78,24,1228086000000
17,78,127,1228086000000
17,78,209,1199142000000
17,182,24,1228086000000
17,182,321,1228086000000
17,182,399,1228086000000
17,183,167,1228086000000
17,183,195,1228086000000
17,151,400,1199142000000
17,160,24,1228086000000
17,160,195,1228086000000
17,184,24,1228086000000
17,184,195,1228086000000
17,184,399,1201820400000
17,185,24,1228086000000
18,114,73,1230764400000
18,114,285,1230764400000
18,114,407,1230764400000
18,114,412,1230764400000
18,114,421,1230764400000
18,186,1,1217541600000
18,186,127,1235862000000
18,186,285,1217541600000
18,186,386,1217541600000
18,186,407,1217541600000
18,186,412,1228086000000
18,186,415,1217541600000
18,187,386,1217541600000
18,187,407,1217541600000
18,187,417,1217541600000
18,188,285,1235862000000
18,188,419,1235862000000
18,189,285,1220220000000
18,189,407,1220220000000
18,190,285,1217541600000
18,190,386,1217541600000
18,190,406,1217541600000
18,190,407,1217541600000
18,190,411,1217541600000
18,190,414,1217541600000
18,190,420,1217541600000
18,191,76,1214863200000
18,191,127,1217541600000
18,191,386,1217541600000
18,191,406,1214863200000
18,191,407,1214863200000
18,192,408,1217541600000
18,193,1,1217541600000
18,193,72,1217541600000
18,193,127,1217541600000
18,193,406,1217541600000
18,193,409,1217541600000
18,194,127,1246399200000
18,195,73,1220220000000
18,195,406,1220220000000
18,195,409,1220220000000
18,195,436,1220220000000
18,195,437,1220220000000
18,196,76,1217541600000
18,196,91,1217541600000
18,196,386,1217541600000
18,196,407,1217541600000
18,196,426,1230764400000
19,197,81,1262300400000
19,198,446,1233442800000
19,199,134,1293836400000
19,200,79,1233442800000
19,200,424,1233442800000
20,124,366,1304684807887
20,88,486,1298934000000
20,92,24,1298934000000
20,92,492,1298934000000
20,201,493,1298934000000
20,202,487,1298934000000
20,202,490,1298934000000
20,202,491,1298934000000
20,203,489,1298934000000
21,204,74,1296514800000
21,204,352,1296514800000
21,204,494,1296514800000
21,124,16,1304596432720
21,124,18,1304596435658
21,124,19,1304596433552
21,124,24,1304596439063
21,124,25,1304596438039
21,124,39,1304596447197
21,124,74,1304596458393
21,124,81,1304596459127
21,124,187,1304596454023
21,124,199,1304596455088
21,124,352,1304596481196
21,124,496,1304596472879
21,124,498,1304596475368
21,124,502,1304596471214
21,124,509,1304596461787
21,124,510,1304596462481
21,124,511,1304596463198
21,124,516,1304596439706
21,124,517,1304596440328
21,124,519,1304596443433
21,205,18,1304596435600
21,205,19,1304596433519
21,205,25,1304596437839
21,205,39,1304596447164
21,205,74,1304596458378
21,205,187,1304596453973
21,205,199,1304596455030
21,205,210,1304596460283
21,205,285,1304596429232
21,205,309,1304596444482
21,205,352,1298934000000
21,205,494,1304596479863
21,205,507,1304596467351
21,206,16,1298934000000
21,206,18,1298934000000
21,206,25,1298934000000
21,206,39,1298934000000
21,206,496,1298934000000
21,206,510,1298934000000
21,206,511,1298934000000
21,15,16,1298934000000
21,15,18,1298934000000
21,15,19,1304596433535
21,15,25,1283292000000
21,15,39,1304684825033
21,15,74,1298934000000
21,15,187,1293836400000
21,15,195,1298934000000
21,15,199,1304684832130
21,15,210,1296514800000
21,15,285,1298934000000
21,15,309,1304684823336
21,15,352,1296514800000
21,15,447,1296514800000
21,15,494,1296514800000
21,15,495,1298934000000
21,15,496,1298934000000
21,15,497,1298934000000
21,15,498,1298934000000
21,15,499,1298934000000
21,15,500,1298934000000
21,15,503,1293836400000
21,15,506,1304684840730
21,15,507,1304596467368
21,15,508,1296514800000
21,15,510,1298934000000
21,15,511,1298934000000
21,15,512,1298934000000
21,15,514,1298934000000
21,15,515,1304596450190
21,146,18,1298934000000
21,146,24,1298934000000
21,146,39,1298934000000
21,146,199,1298934000000
21,146,210,1298934000000
21,146,285,1298934000000
21,146,352,1298934000000
21,146,499,1298934000000
21,146,507,1298934000000
21,207,16,1304596432678
21,207,18,1304596435617
21,207,33,1304596441752
21,207,81,1304596459101
21,207,187,1304596454006
21,207,199,1304596455072
21,207,210,1304596460325
21,207,285,1304596429273
21,207,309,1304596444499
21,207,507,1304596467385
21,170,16,1304596432553
21,170,19,1304596433444
21,170,25,1304596437773
21,170,121,1304596481829
21,170,285,1304596429107
21,170,496,1304596472912
21,170,511,1304596463231
21,170,519,1304596443450
21,171,16,1296514800000
21,171,19,1304596433477
21,171,25,1304596437806
21,171,39,1296514800000
21,171,187,1296514800000
21,171,195,1304596456096
21,171,210,1304596460217
21,171,352,1293836400000
21,171,511,1304596463272
21,208,18,1296514800000
21,208,24,1296514800000
21,208,39,1304596447147
21,208,74,1298934000000
21,208,187,1298934000000
21,208,199,1296514800000
21,208,210,1296514800000
21,208,285,1304596429049
21,208,447,1304596449570
21,208,499,1298934000000
21,208,508,1304596461057
21,208,513,1304596447954
21,208,520,1304596450723
21,209,16,1298934000000
21,209,18,1298934000000
21,209,19,1304596433610
21,209,24,1304684820052
21,209,25,1283292000000
21,209,39,1296514800000
21,209,74,1296514800000
21,209,81,1298934000000
21,209,187,1296514800000
21,209,195,1298934000000
21,209,199,1304684832136
21,209,210,1304684836426
21,209,285,1298934000000
21,209,352,1296514800000
21,209,494,1296514800000
21,209,495,1298934000000
21,209,496,1298934000000
21,209,497,1298934000000
21,209,498,1298934000000
21,209,499,1298934000000
21,209,500,1298934000000
21,209,501,1304684842638
21,209,502,1304596471231
21,209,504,1298934000000
21,209,505,1298934000000
21,209,506,1298934000000
21,209,508,1304596461182
21,209,509,1298934000000
21,209,511,1298934000000
21,209,512,1304596445832
21,209,515,1304596450210
21,209,516,1298934000000
21,209,517,1298934000000
21,209,520,1304596450835
21,210,17,1298934000000
21,210,19,1304596433427
21,210,24,1304596439046
21,210,25,1291158000000
21,210,74,1291158000000
21,210,81,1304684835572
21,210,187,1304596453832
21,210,199,1304596455056
21,210,285,1304596429090
21,210,352,1296514800000
21,210,494,1298934000000
21,210,495,1298934000000
21,210,499,1298934000000
21,210,504,1298934000000
21,210,506,1298934000000
21,210,508,1298934000000
21,210,510,1298934000000
21,210,512,1298934000000
21,210,513,1304596447971
21,210,519,1304596443416
21,210,520,1304596450735
21,211,17,1298934000000
21,211,19,1304596433569
21,211,25,1291158000000
21,211,74,1291158000000
21,211,187,1296514800000
21,211,352,1291158000000
21,211,494,1296514800000
21,211,495,1298934000000
21,211,497,1298934000000
21,211,499,1298934000000
21,211,504,1298934000000
21,211,508,1298934000000
21,211,510,1298934000000
21,211,512,1298934000000
21,211,514,1298934000000
21,211,518,1298934000000
21,212,14,1296514800000
21,212,18,1296514800000
21,212,21,1296514800000
21,212,33,1296514800000
21,212,187,1296514800000
21,212,195,1296514800000
21,212,210,1298934000000
21,212,352,1298934000000
21,212,447,1296514800000
21,212,500,1296514800000
21,212,507,1298934000000
21,212,508,1304596461090
21,213,16,1298934000000
21,213,18,1298934000000
21,213,74,1296514800000
21,213,187,1291158000000
21,213,199,1291158000000
21,213,210,1296514800000
21,213,494,1296514800000
21,213,495,1298934000000
21,213,499,1304596476392
21,213,507,1298934000000
21,213,513,1304596448013
21,214,18,1298934000000
21,214,19,1304596433461
21,214,25,1283292000000
21,214,39,1296514800000
21,214,74,1296514800000
21,214,494,1296514800000
21,214,495,1298934000000
21,214,496,1298934000000
21,214,497,1298934000000
21,214,498,1298934000000
21,214,499,1304596476408
21,214,502,1304596471257
21,214,505,1298934000000
21,214,510,1298934000000
21,214,513,1304596448029
21,214,515,1298934000000
21,214,516,1298934000000
21,214,517,1298934000000
21,214,519,1304596443467
21,214,521,1283292000000
21,215,16,1298934000000
21,215,18,1298934000000
21,215,19,1304596433502
21,215,24,1298934000000
21,215,25,1298934000000
21,215,39,1298934000000
21,215,74,1298934000000
21,215,187,1298934000000
21,215,199,1298934000000
21,215,285,1298934000000
21,215,352,1304596481096
21,215,494,1304596479763
21,215,495,1298934000000
21,215,496,1298934000000
21,215,497,1298934000000
21,215,498,1298934000000
21,215,499,1298934000000
21,215,500,1298934000000
21,215,502,1304596471272
21,215,504,1298934000000
21,215,505,1304596465653
21,215,509,1298934000000
21,215,510,1298934000000
21,215,512,1298934000000
21,215,513,1304596448063
21,215,515,1304596450244
21,215,516,1298934000000
21,215,517,1298934000000
21,215,519,1304596443491
21,215,520,1298934000000
21,216,24,1304596439030
21,216,25,1296514800000
21,216,74,1296514800000
21,216,187,1296514800000
21,216,199,1304596455014
21,216,210,1304596460125
21,216,285,1304596429074
21,216,494,1296514800000
21,216,495,1296514800000
21,216,500,1304596468307
21,216,508,1304596461074
21,216,513,1304596447938
21,216,521,1296514800000
21,217,210,1298934000000
21,217,285,1298934000000
21,217,507,1298934000000
21,218,25,1291158000000
21,218,74,1291158000000
